Dicofre,Freguesia,Concelho,Distrito,TAA,AREA_EA_Ha,AREA_T_Ha,Des_Simpli
"010125",União das freguesias de Travassô e Óis da Ribeira,ÁGUEDA,AVEIRO,ÁREA PRINCIPAL,1112.19,1112.19,Travassô e Óis da Ribeira
"010123","União das freguesias de Belazaima do Chão, Castanheira do Vouga e Agadão",ÁGUEDA,AVEIRO,ÁREA PRINCIPAL,8809.03,8809.03,"Belazaima do Chão, Castanheira do Vouga e Agadão"
"182108",Guardão,TONDELA,VISEU,ÁREA PRINCIPAL,1895.15,1895.15,Guardão
"182130",União das freguesias de São João do Monte e Mosteirinho,TONDELA,VISEU,ÁREA PRINCIPAL,6513.46,6513.46,São João do Monte e Mosteirinho
"180602",Alcafache,MANGUALDE,VISEU,ÁREA PRINCIPAL,1287.81,1287.81,Alcafache
"010121",União das freguesias de Águeda e Borralha,ÁGUEDA,AVEIRO,ÁREA PRINCIPAL,3602.93,3602.93,Águeda e Borralha
"090732",Porto da Carne,GUARDA,GUARDA,ÁREA PRINCIPAL,198.36,198.36,Porto da Carne
"182131",União das freguesias de São Miguel do Outeiro e Sabugosa,TONDELA,VISEU,ÁREA PRINCIPAL,1853.82,1853.82,São Miguel do Outeiro e Sabugosa
"090325","União das freguesias de Cortiçô da Serra, Vide entre Vinhas e Salgueirais",CELORICO DA BEIRA,GUARDA,ÁREA PRINCIPAL,2233.61,2233.61,"Cortiçô da Serra, Vide entre Vinhas e Salgueirais"
"090750",Vila Cortês do Mondego,GUARDA,GUARDA,ÁREA PRINCIPAL,438.39,438.39,Vila Cortês do Mondego
"090518","União das freguesias de Juncais, Vila Ruiva e Vila Soeiro do Chão",FORNOS DE ALGODRES,GUARDA,ÁREA PRINCIPAL,1987.13,1987.13,"Juncais, Vila Ruiva e Vila Soeiro do Chão"
"090318",Vale de Azares,CELORICO DA BEIRA,GUARDA,ÁREA PRINCIPAL,905.45,905.45,Vale de Azares
"182338",União das freguesias de Faíl e Vila Chã de Sá,VISEU,VISEU,ÁREA PRINCIPAL,1569.76,1569.76,Faíl e Vila Chã de Sá
"090232","União das freguesias de Castelo Mendo, Ade, Monteperobolso e Mesquitela",ALMEIDA,GUARDA,ÁREA PRINCIPAL,4188.29,4188.29,"Castelo Mendo, Ade, Monteperobolso e Mesquitela"
"010508",Oliveirinha,AVEIRO,AVEIRO,ÁREA PRINCIPAL,1207.07,1207.07,Oliveirinha
"181013",União das freguesias de Arca e Varzielas,OLIVEIRA DE FRADES,VISEU,ÁREA PRINCIPAL,2036.96,2036.96,Arca e Varzielas
"010501",Aradas,AVEIRO,AVEIRO,ÁREA PRINCIPAL,892.77,892.77,Aradas
"180608",Freixiosa,MANGUALDE,VISEU,ÁREA PRINCIPAL,731.90,731.90,Freixiosa
"010510",São Bernardo,AVEIRO,AVEIRO,ÁREA PRINCIPAL,393.56,393.56,São Bernardo
"011005",Gafanha da Encarnação,ÍLHAVO,AVEIRO,ÁREA PRINCIPAL,1098.28,1098.28,Gafanha da Encarnação
"011008",Ílhavo (São Salvador),ÍLHAVO,AVEIRO,ÁREA PRINCIPAL,3900.20,3900.20,Ílhavo (São Salvador)
"090322",Casas do Soeiro,CELORICO DA BEIRA,GUARDA,ÁREA PRINCIPAL,599.74,599.74,Casas do Soeiro
"090505",Fornos de Algodres,FORNOS DE ALGODRES,GUARDA,ÁREA PRINCIPAL,1544.51,1544.51,Fornos de Algodres
"180614",Quintela de Azurara,MANGUALDE,VISEU,ÁREA PRINCIPAL,959.33,959.33,Quintela de Azurara
"090507",Infias,FORNOS DE ALGODRES,GUARDA,ÁREA PRINCIPAL,278.16,278.16,Infias
"090760",Jarmelo São Pedro,GUARDA,GUARDA,ÁREA PRINCIPAL,3107.97,3107.97,Jarmelo São Pedro
"180607",Fornos de Maceira Dão,MANGUALDE,VISEU,ÁREA PRINCIPAL,1624.58,1624.58,Fornos de Maceira Dão
"182128",União das freguesias de Caparrosa e Silvares,TONDELA,VISEU,ÁREA PRINCIPAL,2457.36,2457.36,Caparrosa e Silvares
"090744",Sobral da Serra,GUARDA,GUARDA,ÁREA PRINCIPAL,1120.25,1120.25,Sobral da Serra
"010513",Santa Joana,AVEIRO,AVEIRO,ÁREA PRINCIPAL,584.55,584.55,Santa Joana
"090730",Pêra do Moço,GUARDA,GUARDA,ÁREA PRINCIPAL,2059.76,2059.76,Pêra do Moço
"090307",Lajeosa do Mondego,CELORICO DA BEIRA,GUARDA,ÁREA PRINCIPAL,1246.08,1246.08,Lajeosa do Mondego
"090210",Freixo,ALMEIDA,GUARDA,ÁREA PRINCIPAL,1717.53,1717.53,Freixo
"090761",União de freguesias de Avelãs de Ambom e Rocamondo,GUARDA,GUARDA,ÁREA PRINCIPAL,1333.67,1333.67,Avelãs de Ambom e Rocamondo
"182327",São João de Lourosa,VISEU,VISEU,ÁREA PRINCIPAL,2600.41,2600.41,São João de Lourosa
"090501",Algodres,FORNOS DE ALGODRES,GUARDA,ÁREA PRINCIPAL,1015.09,1015.09,Algodres
"090511",Muxagata,FORNOS DE ALGODRES,GUARDA,ÁREA PRINCIPAL,996.05,996.05,Muxagata
"182341",Viseu,VISEU,VISEU,ÁREA PRINCIPAL,995.99,995.99,Viseu
"182407",Fornelo do Monte,VOUZELA,VISEU,ÁREA PRINCIPAL,1508.10,1508.10,Fornelo do Monte
"090324",União das freguesias de Celorico (São Pedro e Santa Maria) e Vila Boa do Mondego,CELORICO DA BEIRA,GUARDA,ÁREA PRINCIPAL,4109.85,4109.85,São Pedro e Santa Maria e Vila Boa do Mondego
"090323",União das freguesias de Açores e Velosa,CELORICO DA BEIRA,GUARDA,ÁREA PRINCIPAL,2094.36,2094.36,Açores e Velosa
"010505",Esgueira,AVEIRO,AVEIRO,ÁREA PRINCIPAL,1714.85,1714.85,Esgueira
"090517",União das freguesias de Cortiçô e Vila Chã,FORNOS DE ALGODRES,GUARDA,ÁREA PRINCIPAL,804.45,804.45,Cortiçô e Vila Chã
"182325",Santos Evos,VISEU,VISEU,ÁREA PRINCIPAL,1185.70,1185.70,Santos Evos
"090752",Vila Franca do Deão,GUARDA,GUARDA,ÁREA PRINCIPAL,1299.11,1299.11,Vila Franca do Deão
"090224",São Pedro de Rio Seco,ALMEIDA,GUARDA,ÁREA PRINCIPAL,2258.56,2258.56,São Pedro de Rio Seco
"182319",Orgens,VISEU,VISEU,ÁREA PRINCIPAL,890.16,890.16,Orgens
"182323",Rio de Loba,VISEU,VISEU,ÁREA PRINCIPAL,1775.06,1775.06,Rio de Loba
"182320",Povolide,VISEU,VISEU,ÁREA PRINCIPAL,2080.05,2080.05,Povolide
"181102",Castelo de Penalva,PENALVA DO CASTELO,VISEU,ÁREA PRINCIPAL,2716.17,2716.17,Castelo de Penalva
"182340",São Cipriano e Vil de Souto,VISEU,VISEU,ÁREA PRINCIPAL,2071.13,2071.13,São Cipriano e Vil de Souto
"091012",Lamegal,PINHEL,GUARDA,ÁREA PRINCIPAL,2196.24,2196.24,Lamegal
"010112",Macinhata do Vouga,ÁGUEDA,AVEIRO,ÁREA PRINCIPAL,3195.44,3195.44,Macinhata do Vouga
"011708",Talhadas,SEVER DO VOUGA,AVEIRO,ÁREA PRINCIPAL,2864.13,2864.13,Talhadas
"181115",União das freguesias de Vila Cova do Covelo e Mareco,PENALVA DO CASTELO,VISEU,ÁREA PRINCIPAL,1271.25,1271.25,Vila Cova do Covelo e Mareco
"181109",Pindo,PENALVA DO CASTELO,VISEU,ÁREA PRINCIPAL,1676.43,1676.43,Pindo
"181105",Ínsua,PENALVA DO CASTELO,VISEU,ÁREA PRINCIPAL,943.75,943.75,Ínsua
"181106",Lusinde,PENALVA DO CASTELO,VISEU,ÁREA PRINCIPAL,280.70,280.70,Lusinde
"091028",Agregação das freguesias Sul de Pinhel,PINHEL,GUARDA,ÁREA PRINCIPAL,4081.83,4081.83,Agregação das freguesias Sul de Pinhel
"182403",Campia,VOUZELA,VISEU,ÁREA PRINCIPAL,3926.72,3926.72,Campia
"090302",Baraçal,CELORICO DA BEIRA,GUARDA,ÁREA PRINCIPAL,1222.37,1222.37,Baraçal
"181114",União das freguesias de Antas e Matela,PENALVA DO CASTELO,VISEU,ÁREA PRINCIPAL,1826.84,1826.84,Antas e Matela
"182337",Coutos de Viseu,VISEU,VISEU,ÁREA PRINCIPAL,2440.84,2440.84,Coutos de Viseu
"090510",Matança,FORNOS DE ALGODRES,GUARDA,ÁREA PRINCIPAL,1381.57,1381.57,Matança
"090234","União das freguesias de Leomil, Mido, Senouras e Aldeia Nova",ALMEIDA,GUARDA,ÁREA PRINCIPAL,4242.28,4242.28,"Leomil, Mido, Senouras e Aldeia Nova"
"182413",União das freguesias de Cambra e Carvalhal de Vermilhas,VOUZELA,VISEU,ÁREA PRINCIPAL,3261.21,3261.21,Cambra e Carvalhal de Vermilhas
"090708",Avelãs da Ribeira,GUARDA,GUARDA,ÁREA PRINCIPAL,1130.06,1130.06,Avelãs da Ribeira
"181014",União das freguesias de Destriz e Reigoso,OLIVEIRA DE FRADES,VISEU,ÁREA PRINCIPAL,2275.80,2275.80,Destriz e Reigoso
"181103",Esmolfe,PENALVA DO CASTELO,VISEU,ÁREA PRINCIPAL,1087.06,1087.06,Esmolfe
"090306",Forno Telheiro,CELORICO DA BEIRA,GUARDA,ÁREA PRINCIPAL,2076.32,2076.32,Forno Telheiro
"010511",São Jacinto,AVEIRO,AVEIRO,ÁREA PRINCIPAL,1383.71,1383.71,São Jacinto
"090311",Minhocal,CELORICO DA BEIRA,GUARDA,ÁREA PRINCIPAL,1075.06,1075.06,Minhocal
"090233",União das freguesias de Junça e Naves,ALMEIDA,GUARDA,ÁREA PRINCIPAL,3239.56,3239.56,Junça e Naves
"090309",Maçal do Chão,CELORICO DA BEIRA,GUARDA,ÁREA PRINCIPAL,1511.66,1511.66,Maçal do Chão
"090509",Maceira,FORNOS DE ALGODRES,GUARDA,ÁREA PRINCIPAL,806.05,806.05,Maceira
"182411",Ventosa,VOUZELA,VISEU,ÁREA PRINCIPAL,1833.05,1833.05,Ventosa
"091035",União das freguesias de Atalaia e Safurdão,PINHEL,GUARDA,ÁREA PRINCIPAL,3432.16,3432.16,Atalaia e Safurdão
"090519",União das freguesias de Sobral Pichorro e Fuinhas,FORNOS DE ALGODRES,GUARDA,ÁREA PRINCIPAL,1516.88,1516.88,Sobral Pichorro e Fuinhas
"010209",Albergaria-a-Velha e Valmaior,ALBERGARIA-A-VELHA,AVEIRO,ÁREA PRINCIPAL,4699.64,4699.64,Albergaria-a-Velha e Valmaior
"010517",União das freguesias de Glória e Vera Cruz,AVEIRO,AVEIRO,ÁREA PRINCIPAL,4532.07,4532.07,Glória e Vera Cruz
"011704",Pessegueiro do Vouga,SEVER DO VOUGA,AVEIRO,ÁREA PRINCIPAL,1585.48,1585.48,Pessegueiro do Vouga
"182307",Cavernães,VISEU,VISEU,ÁREA PRINCIPAL,1314.39,1314.39,Cavernães
"091014",Manigoto,PINHEL,GUARDA,ÁREA PRINCIPAL,1588.68,1588.68,Manigoto
"182409",Queirã,VOUZELA,VISEU,ÁREA PRINCIPAL,2383.47,2383.47,Queirã
"182306",Campo,VISEU,VISEU,ÁREA PRINCIPAL,1624.04,1624.04,Campo
"090107",Forninhos,AGUIAR DA BEIRA,GUARDA,ÁREA PRINCIPAL,961.73,961.73,Forninhos
"181709",São Miguel de Vila Boa,SÁTÃO,VISEU,ÁREA PRINCIPAL,1288.98,1288.98,São Miguel de Vila Boa
"181111",Sezures,PENALVA DO CASTELO,VISEU,ÁREA PRINCIPAL,2104.27,2104.27,Sezures
"010203",Angeja,ALBERGARIA-A-VELHA,AVEIRO,ÁREA PRINCIPAL,2125.17,2125.17,Angeja
"010502",Cacia,AVEIRO,AVEIRO,ÁREA PRINCIPAL,3575.49,3575.49,Cacia
"182301",Abraveses,VISEU,VISEU,ÁREA PRINCIPAL,1222.72,1222.72,Abraveses
"181707",Rio de Moinhos,SÁTÃO,VISEU,ÁREA PRINCIPAL,1103.88,1103.88,Rio de Moinhos
"090227",Vale da Mula,ALMEIDA,GUARDA,ÁREA PRINCIPAL,1645.64,1645.64,Vale da Mula
"182318",Mundão,VISEU,VISEU,ÁREA PRINCIPAL,1444.60,1444.60,Mundão
"182415",União das freguesias de Vouzela e Paços de Vilharigues,VOUZELA,VISEU,ÁREA PRINCIPAL,1394.37,1394.37,Vouzela e Paços de Vilharigues
"181009",São Vicente de Lafões,OLIVEIRA DE FRADES,VISEU,ÁREA PRINCIPAL,819.92,819.92,São Vicente de Lafões
"091029",Alverca da Beira/Bouça Cova,PINHEL,GUARDA,ÁREA PRINCIPAL,1973.36,1973.36,Alverca da Beira/Bouça Cova
"182329",São Pedro de France,VISEU,VISEU,ÁREA PRINCIPAL,1875.18,1875.18,São Pedro de France
"011710",União das freguesias de Cedrim e Paradela,SEVER DO VOUGA,AVEIRO,ÁREA PRINCIPAL,1837.00,1837.00,Cedrim e Paradela
"091010",Freixedas,PINHEL,GUARDA,ÁREA PRINCIPAL,3310.87,3310.87,Freixedas
"182304",Bodiosa,VISEU,VISEU,ÁREA PRINCIPAL,2539.50,2539.50,Bodiosa
"091013",Lameiras,PINHEL,GUARDA,ÁREA PRINCIPAL,1776.34,1776.34,Lameiras
"010809",União das freguesias de Canelas e Fermelã,ESTARREJA,AVEIRO,ÁREA PRINCIPAL,2302.19,2302.19,Canelas e Fermelã
"181711",Silvã de Cima,SÁTÃO,VISEU,ÁREA PRINCIPAL,688.44,688.44,Silvã de Cima
"181005",Pinheiro,OLIVEIRA DE FRADES,VISEU,ÁREA PRINCIPAL,2161.86,2161.86,Pinheiro
"011706",Sever do Vouga,SEVER DO VOUGA,AVEIRO,ÁREA PRINCIPAL,1158.09,1158.09,Sever do Vouga
"182410",São Miguel do Mato,VOUZELA,VISEU,ÁREA PRINCIPAL,900.29,900.29,São Miguel do Mato
"090231","União das freguesias de Azinhal, Peva e Vale Verde",ALMEIDA,GUARDA,ÁREA PRINCIPAL,4704.69,4704.69,"Azinhal, Peva e Vale Verde"
"091335",União das freguesias de Vilares e Carnicães,TRANCOSO,GUARDA,ÁREA PRINCIPAL,2013.98,2013.98,Vilares e Carnicães
"182414",União das freguesias de Fataunços e Figueiredo das Donas,VOUZELA,VISEU,ÁREA PRINCIPAL,1265.97,1265.97,Fataunços e Figueiredo das Donas
"181007",Ribeiradio,OLIVEIRA DE FRADES,VISEU,ÁREA PRINCIPAL,1567.14,1567.14,Ribeiradio
"091307",Fiães,TRANCOSO,GUARDA,ÁREA PRINCIPAL,962.40,962.40,Fiães
"011203",Murtosa,MURTOSA,AVEIRO,ÁREA PRINCIPAL,1454.93,1454.93,Murtosa
"091030",Terras de Massueime,PINHEL,GUARDA,ÁREA PRINCIPAL,1239.38,1239.38,Terras de Massueime
"181015","União das freguesias de Oliveira de Frades, Souto de Lafões e Sejães",OLIVEIRA DE FRADES,VISEU,ÁREA PRINCIPAL,2251.45,2251.45,"Oliveira de Frades, Souto de Lafões e Sejães"
"091027",Vascoveiro,PINHEL,GUARDA,ÁREA PRINCIPAL,1808.85,1808.85,Vascoveiro
"090512",Queiriz,FORNOS DE ALGODRES,GUARDA,ÁREA PRINCIPAL,973.65,973.65,Queiriz
"182316",Lordosa,VISEU,VISEU,ÁREA PRINCIPAL,2231.03,2231.03,Lordosa
"090105",Dornelas,AGUIAR DA BEIRA,GUARDA,ÁREA PRINCIPAL,2374.87,2374.87,Dornelas
"091330",União das freguesias de Freches e Torres,TRANCOSO,GUARDA,ÁREA PRINCIPAL,2385.40,2385.40,Freches e Torres
"181002",Arcozelo das Maias,OLIVEIRA DE FRADES,VISEU,ÁREA PRINCIPAL,2180.81,2180.81,Arcozelo das Maias
"011202",Monte,MURTOSA,AVEIRO,ÁREA PRINCIPAL,228.57,228.57,Monte
"091301",Aldeia Nova,TRANCOSO,GUARDA,ÁREA PRINCIPAL,2681.11,2681.11,Aldeia Nova
"010806",Salreu,ESTARREJA,AVEIRO,ÁREA PRINCIPAL,1653.91,1653.91,Salreu
"182322",Ribafeita,VISEU,VISEU,ÁREA PRINCIPAL,1811.72,1811.72,Ribafeita
"091334",União das freguesias de Vila Franca das Naves e Feital,TRANCOSO,GUARDA,ÁREA PRINCIPAL,1603.71,1603.71,Vila Franca das Naves e Feital
"090109",Pena Verde,AGUIAR DA BEIRA,GUARDA,ÁREA PRINCIPAL,2940.06,2940.06,Pena Verde
"181615",Serrazes,SÃO PEDRO DO SUL,VISEU,ÁREA PRINCIPAL,1323.22,1323.22,Serrazes
"091024",Souro Pires,PINHEL,GUARDA,ÁREA PRINCIPAL,1567.26,1567.26,Souro Pires
"091311",Moimentinha,TRANCOSO,GUARDA,ÁREA PRINCIPAL,667.04,667.04,Moimentinha
"181706",Mioma,SÁTÃO,VISEU,ÁREA PRINCIPAL,1534.04,1534.04,Mioma
"181702",Avelal,SÁTÃO,VISEU,ÁREA PRINCIPAL,815.24,815.24,Avelal
"181710",Sátão,SÁTÃO,VISEU,ÁREA PRINCIPAL,1857.16,1857.16,Sátão
"010204",Branca,ALBERGARIA-A-VELHA,AVEIRO,ÁREA PRINCIPAL,3028.86,3028.86,Branca
"182335",União das freguesias de Barreiros e Cepões,VISEU,VISEU,ÁREA PRINCIPAL,3518.80,3518.80,Barreiros e Cepões
"091309",Granja,TRANCOSO,GUARDA,ÁREA PRINCIPAL,924.99,924.99,Granja
"010206",Ribeira de Fráguas,ALBERGARIA-A-VELHA,AVEIRO,ÁREA PRINCIPAL,2674.54,2674.54,Ribeira de Fráguas
"090203",Almeida,ALMEIDA,GUARDA,ÁREA PRINCIPAL,5242.38,5242.38,Almeida
"181714","União das freguesias de Romãs, Decermilo e Vila Longa",SÁTÃO,VISEU,ÁREA PRINCIPAL,4707.21,4707.21,"Romãs, Decermilo e Vila Longa"
"090103",Cortiçada,AGUIAR DA BEIRA,GUARDA,ÁREA PRINCIPAL,1265.38,1265.38,Cortiçada
"091314",Póvoa do Concelho,TRANCOSO,GUARDA,ÁREA PRINCIPAL,1083.42,1083.42,Póvoa do Concelho
"181602",Bordonhos,SÃO PEDRO DO SUL,VISEU,ÁREA PRINCIPAL,595.05,595.05,Bordonhos
"181623","União das freguesias de São Pedro do Sul, Várzea e Baiões",SÃO PEDRO DO SUL,VISEU,ÁREA PRINCIPAL,2255.09,2255.09,"São Pedro do Sul, Várzea e Baiões"
"011702",Couto de Esteves,SEVER DO VOUGA,AVEIRO,ÁREA PRINCIPAL,1642.39,1642.39,Couto de Esteves
"091321",Tamanhos,TRANCOSO,GUARDA,ÁREA PRINCIPAL,832.06,832.06,Tamanhos
"011705",Rocas do Vouga,SEVER DO VOUGA,AVEIRO,ÁREA PRINCIPAL,1481.82,1481.82,Rocas do Vouga
"010808",União das freguesias de Beduído e Veiros,ESTARREJA,AVEIRO,ÁREA PRINCIPAL,3184.25,3184.25,Beduído e Veiros
"090235",União das freguesias de Malpartida e Vale de Coelha,ALMEIDA,GUARDA,ÁREA PRINCIPAL,2900.67,2900.67,Malpartida e Vale de Coelha
"091015",Pala,PINHEL,GUARDA,ÁREA PRINCIPAL,1424.12,1424.12,Pala
"090102",Carapito,AGUIAR DA BEIRA,GUARDA,ÁREA PRINCIPAL,1725.98,1725.98,Carapito
"181609",Pinho,SÃO PEDRO DO SUL,VISEU,ÁREA PRINCIPAL,1363.77,1363.77,Pinho
"181617",Valadares,SÃO PEDRO DO SUL,VISEU,ÁREA PRINCIPAL,2076.01,2076.01,Valadares
"011201",Bunheiro,MURTOSA,AVEIRO,ÁREA PRINCIPAL,2479.24,2479.24,Bunheiro
"090106",Eirado,AGUIAR DA BEIRA,GUARDA,ÁREA PRINCIPAL,924.17,924.17,Eirado
"182305",Calde,VISEU,VISEU,ÁREA PRINCIPAL,3505.68,3505.68,Calde
"011711",União das freguesias de Silva Escura e Dornelas,SEVER DO VOUGA,AVEIRO,ÁREA PRINCIPAL,2418.65,2418.65,Silva Escura e Dornelas
"181612",São Félix,SÃO PEDRO DO SUL,VISEU,ÁREA PRINCIPAL,319.37,319.37,São Félix
"181008",São João da Serra,OLIVEIRA DE FRADES,VISEU,ÁREA PRINCIPAL,1240.68,1240.68,São João da Serra
"181619",Vila Maior,SÃO PEDRO DO SUL,VISEU,ÁREA PRINCIPAL,1187.49,1187.49,Vila Maior
"091333",União das freguesias de Vale do Seixo e Vila Garcia,TRANCOSO,GUARDA,ÁREA PRINCIPAL,2034.99,2034.99,Vale do Seixo e Vila Garcia
"010805",Pardilhó,ESTARREJA,AVEIRO,ÁREA PRINCIPAL,1570.25,1570.25,Pardilhó
"090420",União das freguesias de Cinco Vilas e Reigada,FIGUEIRA DE CASTELO RODRIGO,GUARDA,ÁREA PRINCIPAL,4159.06,4159.06,Cinco Vilas e Reigada
"011204",Torreira,MURTOSA,AVEIRO,ÁREA PRINCIPAL,3146.04,3146.04,Torreira
"181621",União das freguesias de Santa Cruz da Trapa e São Cristóvão de Lafões,SÃO PEDRO DO SUL,VISEU,ÁREA PRINCIPAL,2893.77,2893.77,Santa Cruz da Trapa e São Cristóvão de Lafões
"181608",Pindelo dos Milagres,SÃO PEDRO DO SUL,VISEU,ÁREA PRINCIPAL,2389.71,2389.71,Pindelo dos Milagres
"011322","União das freguesias de Pinheiro da Bemposta, Travanca e Palmaz",OLIVEIRA DE AZEMÉIS,AVEIRO,ÁREA PRINCIPAL,3275.64,3275.64,"Pinheiro da Bemposta, Travanca e Palmaz"
"091032",Alto do Palurdo,PINHEL,GUARDA,ÁREA PRINCIPAL,4730.73,4730.73,Alto do Palurdo
"091304",Cogula,TRANCOSO,GUARDA,ÁREA PRINCIPAL,463.69,463.69,Cogula
"091332",União das freguesias de Trancoso (São Pedro e Santa Maria) e Souto Maior,TRANCOSO,GUARDA,ÁREA PRINCIPAL,5803.77,5803.77,Trancoso (São Pedro e Santa Maria) e Souto Maior
"090110",Pinheiro,AGUIAR DA BEIRA,GUARDA,ÁREA PRINCIPAL,1588.32,1588.32,Pinheiro
"011905",Junqueira,VALE DE CAMBRA,AVEIRO,ÁREA PRINCIPAL,1803.83,1803.83,Junqueira
"091017",Pinhel,PINHEL,GUARDA,ÁREA PRINCIPAL,4465.21,4465.21,Pinhel
"090116",União das freguesias de Souto de Aguiar da Beira e Valverde,AGUIAR DA BEIRA,GUARDA,ÁREA PRINCIPAL,2167.86,2167.86,Souto de Aguiar da Beira e Valverde
"091313",Palhais,TRANCOSO,GUARDA,ÁREA PRINCIPAL,432.39,432.39,Palhais
"010801",Avanca,ESTARREJA,AVEIRO,ÁREA PRINCIPAL,2106.73,2106.73,Avanca
"091034",Vale do Massueime,PINHEL,GUARDA,ÁREA PRINCIPAL,2407.34,2407.34,Vale do Massueime
"011304",Loureiro,OLIVEIRA DE AZEMÉIS,AVEIRO,ÁREA PRINCIPAL,1713.35,1713.35,Loureiro
"091031",Valbom/Bogalhal,PINHEL,GUARDA,ÁREA PRINCIPAL,3233.00,3233.00,Valbom/Bogalhal
"182310",Cota,VISEU,VISEU,ÁREA PRINCIPAL,4154.75,4154.75,Cota
"182204",Queiriga,VILA NOVA DE PAIVA,VISEU,ÁREA PRINCIPAL,3193.74,3193.74,Queiriga
"091316",Rio de Mel,TRANCOSO,GUARDA,ÁREA PRINCIPAL,2335.90,2335.90,Rio de Mel
"011902",São Pedro de Castelões,VALE DE CAMBRA,AVEIRO,ÁREA PRINCIPAL,2109.91,2109.91,São Pedro de Castelões
"091315",Reboleiro,TRANCOSO,GUARDA,ÁREA PRINCIPAL,449.35,449.35,Reboleiro
"091305",Cótimos,TRANCOSO,GUARDA,ÁREA PRINCIPAL,1347.53,1347.53,Cótimos
"181704",Ferreira de Aves,SÁTÃO,VISEU,ÁREA PRINCIPAL,6613.16,6613.16,Ferreira de Aves
"181606",Figueiredo de Alva,SÃO PEDRO DO SUL,VISEU,ÁREA PRINCIPAL,1468.57,1468.57,Figueiredo de Alva
"180313",Moledo,CASTRO DAIRE,VISEU,ÁREA PRINCIPAL,4699.35,4699.35,Moledo
"011901",Arões,VALE DE CAMBRA,AVEIRO,ÁREA PRINCIPAL,4033.47,4033.47,Arões
"090114",União das freguesias de Aguiar da Beira e Coruche,AGUIAR DA BEIRA,GUARDA,ÁREA PRINCIPAL,4335.72,4335.72,Aguiar da Beira e Coruche
"091303",Castanheira,TRANCOSO,GUARDA,ÁREA PRINCIPAL,999.34,999.34,Castanheira
"011315",São Martinho da Gândara,OLIVEIRA DE AZEMÉIS,AVEIRO,ÁREA PRINCIPAL,813.13,813.13,São Martinho da Gândara
"011507",Válega,OVAR,AVEIRO,ÁREA PRINCIPAL,2683.03,2683.03,Válega
"011310",Ossela,OLIVEIRA DE AZEMÉIS,AVEIRO,ÁREA PRINCIPAL,1788.60,1788.60,Ossela
"181607",Manhouce,SÃO PEDRO DO SUL,VISEU,ÁREA PRINCIPAL,4040.57,4040.57,Manhouce
"181620",União das freguesias de Carvalhais e Candal,SÃO PEDRO DO SUL,VISEU,ÁREA PRINCIPAL,4373.17,4373.17,Carvalhais e Candal
"011321","União das freguesias de Oliveira de Azeméis, Santiago da Riba-Ul, Ul, Macinhata da Seixa e Madail",OLIVEIRA DE AZEMÉIS,AVEIRO,ÁREA PRINCIPAL,2594.45,2594.45,"O. Azeméis, Riba-Ul, Ul, Macinhata da Seixa, Madail"
"091325",Valdujo,TRANCOSO,GUARDA,ÁREA PRINCIPAL,1531.07,1531.07,Valdujo
"090415",Vermiosa,FIGUEIRA DE CASTELO RODRIGO,GUARDA,ÁREA PRINCIPAL,4005.55,4005.55,Vermiosa
"011903",Cepelos,VALE DE CAMBRA,AVEIRO,ÁREA PRINCIPAL,1892.83,1892.83,Cepelos
"091009",Ervedosa,PINHEL,GUARDA,ÁREA PRINCIPAL,1284.23,1284.23,Ervedosa
"181804",Cunha,SERNANCELHE,VISEU,ÁREA PRINCIPAL,1702.45,1702.45,Cunha
"090422",União das freguesias do Colmeal e Vilar Torpim,FIGUEIRA DE CASTELO RODRIGO,GUARDA,ÁREA PRINCIPAL,7290.01,7290.01,Colmeal e Vilar Torpim
"090115",União das freguesias de Sequeiros e Gradiz,AGUIAR DA BEIRA,GUARDA,ÁREA PRINCIPAL,2392.48,2392.48,Sequeiros e Gradiz
"181713",União das freguesias de Águas Boas e Forles,SÁTÃO,VISEU,ÁREA PRINCIPAL,1585.99,1585.99,Águas Boas e Forles
"181616",Sul,SÃO PEDRO DO SUL,VISEU,ÁREA PRINCIPAL,5241.19,5241.19,Sul
"091312",Moreira de Rei,TRANCOSO,GUARDA,ÁREA PRINCIPAL,3292.92,3292.92,Moreira de Rei
"181814",Quintela,SERNANCELHE,VISEU,ÁREA PRINCIPAL,1377.24,1377.24,Quintela
"182208","União das freguesias de Vila Nova de Paiva, Alhais e Fráguas",VILA NOVA DE PAIVA,VISEU,ÁREA PRINCIPAL,3720.92,3720.92,"Vila Nova de Paiva, Alhais e Fráguas"
"011907",Roge,VALE DE CAMBRA,AVEIRO,ÁREA PRINCIPAL,1759.58,1759.58,Roge
"090914",Rabaçal,MÊDA,GUARDA,ÁREA PRINCIPAL,1404.09,1404.09,Rabaçal
"011319",Vila de Cucujães,OLIVEIRA DE AZEMÉIS,AVEIRO,ÁREA PRINCIPAL,1042.11,1042.11,Vila de Cucujães
"011318",São Roque,OLIVEIRA DE AZEMÉIS,AVEIRO,ÁREA PRINCIPAL,705.29,705.29,São Roque
"180323","União das freguesias de Mamouros, Alva e Ribolhos",CASTRO DAIRE,VISEU,ÁREA PRINCIPAL,2365.17,2365.17,"Mamouros, Alva e Ribolhos"
"010422",União das freguesias de Cabreiros e Albergaria da Serra,AROUCA,AVEIRO,ÁREA PRINCIPAL,3123.16,3123.16,Cabreiros e Albergaria da Serra
