Nuts_region_temp,NutsID,region_name,Temp_crop,Area_1989,Area_1999,Area_2009,Area_2019
11A131218_União das freguesias de Lordelo do Ouro e Massarelos_Other temporary crops,11A131218,União das freguesias de Lordelo do Ouro e Massarelos,Other temporary crops,0,0,0,0
11A131305_Balazar_Cereals,11A131305,Balazar,Cereals,62,21,5,7
11A131305_Balazar_Dried pulses,11A131305,Balazar,Dried pulses,15,1,2,0
11A131305_Balazar_Temporary grasses and grazings,11A131305,Balazar,Temporary grasses and grazings,14,0,0,10
11A131305_Balazar_Fodder plants,11A131305,Balazar,Fodder plants,1151,1290,1340,1407
11A131305_Balazar_Potatoes,11A131305,Balazar,Potatoes,88,12,4,0
11A131305_Balazar_Sugarbeets,11A131305,Balazar,Sugarbeets,0,0,0,0
11A131305_Balazar_Industrial crops,11A131305,Balazar,Industrial crops,0,0,4,0
11A131305_Balazar_Fresh vegetables,11A131305,Balazar,Fresh vegetables,0,5,1,0
11A131305_Balazar_Flowers and ornamental plants,11A131305,Balazar,Flowers and ornamental plants,0,0,1,0
11A131305_Balazar_Other temporary crops,11A131305,Balazar,Other temporary crops,1,6,0,0
11A131307_Estela_Cereals,11A131307,Estela,Cereals,62,14,16,16
11A131307_Estela_Dried pulses,11A131307,Estela,Dried pulses,5,0,0,0
11A131307_Estela_Temporary grasses and grazings,11A131307,Estela,Temporary grasses and grazings,26,0,0,0
11A131307_Estela_Fodder plants,11A131307,Estela,Fodder plants,251,305,314,148
11A131307_Estela_Potatoes,11A131307,Estela,Potatoes,41,12,3,1
11A131307_Estela_Sugarbeets,11A131307,Estela,Sugarbeets,0,0,0,0
11A131307_Estela_Industrial crops,11A131307,Estela,Industrial crops,0,0,0,0
11A131307_Estela_Fresh vegetables,11A131307,Estela,Fresh vegetables,259,283,262,145
11A131307_Estela_Flowers and ornamental plants,11A131307,Estela,Flowers and ornamental plants,0,1,1,3
11A131307_Estela_Other temporary crops,11A131307,Estela,Other temporary crops,5,0,0,4
11A131308_Laundos_Cereals,11A131308,Laundos,Cereals,28,9,7,6
11A131308_Laundos_Dried pulses,11A131308,Laundos,Dried pulses,5,1,0,0
11A131308_Laundos_Temporary grasses and grazings,11A131308,Laundos,Temporary grasses and grazings,14,3,0,0
11A131308_Laundos_Fodder plants,11A131308,Laundos,Fodder plants,259,413,527,444
11A131308_Laundos_Potatoes,11A131308,Laundos,Potatoes,24,9,3,0
11A131308_Laundos_Sugarbeets,11A131308,Laundos,Sugarbeets,0,0,0,0
11A131308_Laundos_Industrial crops,11A131308,Laundos,Industrial crops,0,0,0,0
11A131308_Laundos_Fresh vegetables,11A131308,Laundos,Fresh vegetables,3,10,7,8
11A131308_Laundos_Flowers and ornamental plants,11A131308,Laundos,Flowers and ornamental plants,0,0,1,2
11A131308_Laundos_Other temporary crops,11A131308,Laundos,Other temporary crops,1,13,0,0
11A131311_Rates_Cereals,11A131311,Rates,Cereals,51,7,3,28
11A131311_Rates_Dried pulses,11A131311,Rates,Dried pulses,15,0,0,0
11A131311_Rates_Temporary grasses and grazings,11A131311,Rates,Temporary grasses and grazings,100,0,0,0
11A131311_Rates_Fodder plants,11A131311,Rates,Fodder plants,1022,1433,1500,1504
11A131311_Rates_Potatoes,11A131311,Rates,Potatoes,74,9,3,0
11A131311_Rates_Sugarbeets,11A131311,Rates,Sugarbeets,0,0,0,0
11A131311_Rates_Industrial crops,11A131311,Rates,Industrial crops,0,0,0,0
11A131311_Rates_Fresh vegetables,11A131311,Rates,Fresh vegetables,0,7,3,4
11A131311_Rates_Flowers and ornamental plants,11A131311,Rates,Flowers and ornamental plants,0,0,1,2
11A131311_Rates_Other temporary crops,11A131311,Rates,Other temporary crops,0,11,0,0
"11A131313_União das freguesias de Aver-o-Mar, Amorim e Terroso_Cereals",11A131313,"União das freguesias de Aver-o-Mar, Amorim e Terroso",Cereals,111,32,31,57
"11A131313_União das freguesias de Aver-o-Mar, Amorim e Terroso_Dried pulses",11A131313,"União das freguesias de Aver-o-Mar, Amorim e Terroso",Dried pulses,16,1,1,1
"11A131313_União das freguesias de Aver-o-Mar, Amorim e Terroso_Temporary grasses and grazings",11A131313,"União das freguesias de Aver-o-Mar, Amorim e Terroso",Temporary grasses and grazings,55,8,3,3
"11A131313_União das freguesias de Aver-o-Mar, Amorim e Terroso_Fodder plants",11A131313,"União das freguesias de Aver-o-Mar, Amorim e Terroso",Fodder plants,712,624,605,428
"11A131313_União das freguesias de Aver-o-Mar, Amorim e Terroso_Potatoes",11A131313,"União das freguesias de Aver-o-Mar, Amorim e Terroso",Potatoes,87,30,7,3
"11A131313_União das freguesias de Aver-o-Mar, Amorim e Terroso_Sugarbeets",11A131313,"União das freguesias de Aver-o-Mar, Amorim e Terroso",Sugarbeets,0,0,0,0
"11A131313_União das freguesias de Aver-o-Mar, Amorim e Terroso_Industrial crops",11A131313,"União das freguesias de Aver-o-Mar, Amorim e Terroso",Industrial crops,0,0,0,0
"11A131313_União das freguesias de Aver-o-Mar, Amorim e Terroso_Fresh vegetables",11A131313,"União das freguesias de Aver-o-Mar, Amorim e Terroso",Fresh vegetables,268,220,176,124
"11A131313_União das freguesias de Aver-o-Mar, Amorim e Terroso_Flowers and ornamental plants",11A131313,"União das freguesias de Aver-o-Mar, Amorim e Terroso",Flowers and ornamental plants,1,2,1,1
"11A131313_União das freguesias de Aver-o-Mar, Amorim e Terroso_Other temporary crops",11A131313,"União das freguesias de Aver-o-Mar, Amorim e Terroso",Other temporary crops,3,13,0,0
11A131314_União das freguesias de Aguçadoura e Navais_Cereals,11A131314,União das freguesias de Aguçadoura e Navais,Cereals,46,26,25,11
11A131314_União das freguesias de Aguçadoura e Navais_Dried pulses,11A131314,União das freguesias de Aguçadoura e Navais,Dried pulses,2,0,1,0
11A131314_União das freguesias de Aguçadoura e Navais_Temporary grasses and grazings,11A131314,União das freguesias de Aguçadoura e Navais,Temporary grasses and grazings,19,0,0,0
11A131314_União das freguesias de Aguçadoura e Navais_Fodder plants,11A131314,União das freguesias de Aguçadoura e Navais,Fodder plants,131,83,55,35
11A131314_União das freguesias de Aguçadoura e Navais_Potatoes,11A131314,União das freguesias de Aguçadoura e Navais,Potatoes,24,2,6,3
11A131314_União das freguesias de Aguçadoura e Navais_Sugarbeets,11A131314,União das freguesias de Aguçadoura e Navais,Sugarbeets,0,0,0,0
11A131314_União das freguesias de Aguçadoura e Navais_Industrial crops,11A131314,União das freguesias de Aguçadoura e Navais,Industrial crops,0,0,0,0
11A131314_União das freguesias de Aguçadoura e Navais_Fresh vegetables,11A131314,União das freguesias de Aguçadoura e Navais,Fresh vegetables,359,213,185,479
11A131314_União das freguesias de Aguçadoura e Navais_Flowers and ornamental plants,11A131314,União das freguesias de Aguçadoura e Navais,Flowers and ornamental plants,1,0,1,9
11A131314_União das freguesias de Aguçadoura e Navais_Other temporary crops,11A131314,União das freguesias de Aguçadoura e Navais,Other temporary crops,1,1,0,3
"11A131315_União das freguesias da Póvoa de Varzim, Beiriz e Argivai_Cereals",11A131315,"União das freguesias da Póvoa de Varzim, Beiriz e Argivai",Cereals,61,16,21,10
"11A131315_União das freguesias da Póvoa de Varzim, Beiriz e Argivai_Dried pulses",11A131315,"União das freguesias da Póvoa de Varzim, Beiriz e Argivai",Dried pulses,7,0,0,3
"11A131315_União das freguesias da Póvoa de Varzim, Beiriz e Argivai_Temporary grasses and grazings",11A131315,"União das freguesias da Póvoa de Varzim, Beiriz e Argivai",Temporary grasses and grazings,21,0,0,0
"11A131315_União das freguesias da Póvoa de Varzim, Beiriz e Argivai_Fodder plants",11A131315,"União das freguesias da Póvoa de Varzim, Beiriz e Argivai",Fodder plants,405,503,420,266
"11A131315_União das freguesias da Póvoa de Varzim, Beiriz e Argivai_Potatoes",11A131315,"União das freguesias da Póvoa de Varzim, Beiriz e Argivai",Potatoes,36,10,2,1
"11A131315_União das freguesias da Póvoa de Varzim, Beiriz e Argivai_Sugarbeets",11A131315,"União das freguesias da Póvoa de Varzim, Beiriz e Argivai",Sugarbeets,0,0,0,0
"11A131315_União das freguesias da Póvoa de Varzim, Beiriz e Argivai_Industrial crops",11A131315,"União das freguesias da Póvoa de Varzim, Beiriz e Argivai",Industrial crops,0,0,0,0
"11A131315_União das freguesias da Póvoa de Varzim, Beiriz e Argivai_Fresh vegetables",11A131315,"União das freguesias da Póvoa de Varzim, Beiriz e Argivai",Fresh vegetables,31,19,7,6
"11A131315_União das freguesias da Póvoa de Varzim, Beiriz e Argivai_Flowers and ornamental plants",11A131315,"União das freguesias da Póvoa de Varzim, Beiriz e Argivai",Flowers and ornamental plants,0,0,0,0
"11A131315_União das freguesias da Póvoa de Varzim, Beiriz e Argivai_Other temporary crops",11A131315,"União das freguesias da Póvoa de Varzim, Beiriz e Argivai",Other temporary crops,5,13,0,0
11A131401_Agrela_Cereals,11A131401,Agrela,Cereals,13,9,7,6
11A131401_Agrela_Dried pulses,11A131401,Agrela,Dried pulses,12,0,0,0
11A131401_Agrela_Temporary grasses and grazings,11A131401,Agrela,Temporary grasses and grazings,20,1,0,2
11A131401_Agrela_Fodder plants,11A131401,Agrela,Fodder plants,66,22,77,1
11A131401_Agrela_Potatoes,11A131401,Agrela,Potatoes,23,5,0,0
11A131401_Agrela_Sugarbeets,11A131401,Agrela,Sugarbeets,0,0,0,0
11A131401_Agrela_Industrial crops,11A131401,Agrela,Industrial crops,0,0,0,0
11A131401_Agrela_Fresh vegetables,11A131401,Agrela,Fresh vegetables,0,0,1,0
11A131401_Agrela_Flowers and ornamental plants,11A131401,Agrela,Flowers and ornamental plants,0,0,0,0
11A131401_Agrela_Other temporary crops,11A131401,Agrela,Other temporary crops,12,6,0,0
11A131402_Água Longa_Cereals,11A131402,Água Longa,Cereals,67,27,16,18
11A131402_Água Longa_Dried pulses,11A131402,Água Longa,Dried pulses,36,3,0,0
11A131402_Água Longa_Temporary grasses and grazings,11A131402,Água Longa,Temporary grasses and grazings,39,2,2,0
11A131402_Água Longa_Fodder plants,11A131402,Água Longa,Fodder plants,201,269,220,284
11A131402_Água Longa_Potatoes,11A131402,Água Longa,Potatoes,24,11,3,2
11A131402_Água Longa_Sugarbeets,11A131402,Água Longa,Sugarbeets,0,0,0,0
11A131402_Água Longa_Industrial crops,11A131402,Água Longa,Industrial crops,0,0,0,0
11A131402_Água Longa_Fresh vegetables,11A131402,Água Longa,Fresh vegetables,0,1,1,1
11A131402_Água Longa_Flowers and ornamental plants,11A131402,Água Longa,Flowers and ornamental plants,1,0,0,0
11A131402_Água Longa_Other temporary crops,11A131402,Água Longa,Other temporary crops,27,28,0,0
11A131405_Aves_Cereals,11A131405,Aves,Cereals,47,21,9,7
11A131405_Aves_Dried pulses,11A131405,Aves,Dried pulses,13,0,0,0
11A131405_Aves_Temporary grasses and grazings,11A131405,Aves,Temporary grasses and grazings,0,2,2,0
11A131405_Aves_Fodder plants,11A131405,Aves,Fodder plants,75,56,42,3
11A131405_Aves_Potatoes,11A131405,Aves,Potatoes,9,2,2,0
11A131405_Aves_Sugarbeets,11A131405,Aves,Sugarbeets,0,0,0,0
11A131405_Aves_Industrial crops,11A131405,Aves,Industrial crops,0,0,0,0
11A131405_Aves_Fresh vegetables,11A131405,Aves,Fresh vegetables,0,3,1,5
11A131405_Aves_Flowers and ornamental plants,11A131405,Aves,Flowers and ornamental plants,0,0,0,0
11A131405_Aves_Other temporary crops,11A131405,Aves,Other temporary crops,14,2,0,0
11A131413_Monte Córdova_Cereals,11A131413,Monte Córdova,Cereals,160,79,65,23
11A131413_Monte Córdova_Dried pulses,11A131413,Monte Córdova,Dried pulses,113,17,6,0
11A131413_Monte Córdova_Temporary grasses and grazings,11A131413,Monte Córdova,Temporary grasses and grazings,61,28,24,35
11A131413_Monte Córdova_Fodder plants,11A131413,Monte Córdova,Fodder plants,288,327,204,50
11A131413_Monte Córdova_Potatoes,11A131413,Monte Córdova,Potatoes,23,17,12,0
11A131413_Monte Córdova_Sugarbeets,11A131413,Monte Córdova,Sugarbeets,0,0,0,0
11A131413_Monte Córdova_Industrial crops,11A131413,Monte Córdova,Industrial crops,0,0,0,0
11A131413_Monte Córdova_Fresh vegetables,11A131413,Monte Córdova,Fresh vegetables,2,0,0,2
11A131413_Monte Córdova_Flowers and ornamental plants,11A131413,Monte Córdova,Flowers and ornamental plants,0,0,0,0
11A131413_Monte Córdova_Other temporary crops,11A131413,Monte Córdova,Other temporary crops,97,11,0,0
11A131416_Rebordões_Cereals,11A131416,Rebordões,Cereals,30,28,12,10
11A131416_Rebordões_Dried pulses,11A131416,Rebordões,Dried pulses,5,0,0,0
11A131416_Rebordões_Temporary grasses and grazings,11A131416,Rebordões,Temporary grasses and grazings,1,0,0,4
11A131416_Rebordões_Fodder plants,11A131416,Rebordões,Fodder plants,52,73,49,48
11A131416_Rebordões_Potatoes,11A131416,Rebordões,Potatoes,7,4,1,0
11A131416_Rebordões_Sugarbeets,11A131416,Rebordões,Sugarbeets,0,0,0,0
11A131416_Rebordões_Industrial crops,11A131416,Rebordões,Industrial crops,0,0,0,0
11A131416_Rebordões_Fresh vegetables,11A131416,Rebordões,Fresh vegetables,0,0,0,0
11A131416_Rebordões_Flowers and ornamental plants,11A131416,Rebordões,Flowers and ornamental plants,0,0,0,0
11A131416_Rebordões_Other temporary crops,11A131416,Rebordões,Other temporary crops,12,13,0,0
11A131418_Reguenga_Cereals,11A131418,Reguenga,Cereals,50,38,15,14
11A131418_Reguenga_Dried pulses,11A131418,Reguenga,Dried pulses,15,3,0,0
11A131418_Reguenga_Temporary grasses and grazings,11A131418,Reguenga,Temporary grasses and grazings,11,1,6,2
11A131418_Reguenga_Fodder plants,11A131418,Reguenga,Fodder plants,161,234,213,233
11A131418_Reguenga_Potatoes,11A131418,Reguenga,Potatoes,11,10,4,1
11A131418_Reguenga_Sugarbeets,11A131418,Reguenga,Sugarbeets,0,0,0,0
11A131418_Reguenga_Industrial crops,11A131418,Reguenga,Industrial crops,0,0,0,0
11A131418_Reguenga_Fresh vegetables,11A131418,Reguenga,Fresh vegetables,0,0,0,1
11A131418_Reguenga_Flowers and ornamental plants,11A131418,Reguenga,Flowers and ornamental plants,0,0,0,0
11A131418_Reguenga_Other temporary crops,11A131418,Reguenga,Other temporary crops,26,23,0,0
11A131419_Roriz_Cereals,11A131419,Roriz,Cereals,72,58,33,18
11A131419_Roriz_Dried pulses,11A131419,Roriz,Dried pulses,35,4,0,0
11A131419_Roriz_Temporary grasses and grazings,11A131419,Roriz,Temporary grasses and grazings,10,0,2,0
11A131419_Roriz_Fodder plants,11A131419,Roriz,Fodder plants,106,110,68,82
11A131419_Roriz_Potatoes,11A131419,Roriz,Potatoes,9,6,4,1
11A131419_Roriz_Sugarbeets,11A131419,Roriz,Sugarbeets,0,0,0,0
11A131419_Roriz_Industrial crops,11A131419,Roriz,Industrial crops,0,0,0,0
11A131419_Roriz_Fresh vegetables,11A131419,Roriz,Fresh vegetables,1,6,4,4
11A131419_Roriz_Flowers and ornamental plants,11A131419,Roriz,Flowers and ornamental plants,0,0,0,0
11A131419_Roriz_Other temporary crops,11A131419,Roriz,Other temporary crops,31,12,0,0
11A131430_Negrelos (São Tomé)_Cereals,11A131430,Negrelos (São Tomé),Cereals,46,38,33,22
11A131430_Negrelos (São Tomé)_Dried pulses,11A131430,Negrelos (São Tomé),Dried pulses,16,0,0,0
11A131430_Negrelos (São Tomé)_Temporary grasses and grazings,11A131430,Negrelos (São Tomé),Temporary grasses and grazings,17,0,5,0
11A131430_Negrelos (São Tomé)_Fodder plants,11A131430,Negrelos (São Tomé),Fodder plants,79,111,54,23
11A131430_Negrelos (São Tomé)_Potatoes,11A131430,Negrelos (São Tomé),Potatoes,7,3,4,0
11A131430_Negrelos (São Tomé)_Sugarbeets,11A131430,Negrelos (São Tomé),Sugarbeets,0,0,0,0
11A131430_Negrelos (São Tomé)_Industrial crops,11A131430,Negrelos (São Tomé),Industrial crops,0,0,0,0
11A131430_Negrelos (São Tomé)_Fresh vegetables,11A131430,Negrelos (São Tomé),Fresh vegetables,0,2,0,0
11A131430_Negrelos (São Tomé)_Flowers and ornamental plants,11A131430,Negrelos (São Tomé),Flowers and ornamental plants,0,0,0,0
11A131430_Negrelos (São Tomé)_Other temporary crops,11A131430,Negrelos (São Tomé),Other temporary crops,16,6,0,0
11A131432_Vilarinho_Cereals,11A131432,Vilarinho,Cereals,33,24,6,14
11A131432_Vilarinho_Dried pulses,11A131432,Vilarinho,Dried pulses,14,0,0,0
11A131432_Vilarinho_Temporary grasses and grazings,11A131432,Vilarinho,Temporary grasses and grazings,4,0,4,3
11A131432_Vilarinho_Fodder plants,11A131432,Vilarinho,Fodder plants,51,98,49,22
11A131432_Vilarinho_Potatoes,11A131432,Vilarinho,Potatoes,4,2,2,0
11A131432_Vilarinho_Sugarbeets,11A131432,Vilarinho,Sugarbeets,0,0,0,0
11A131432_Vilarinho_Industrial crops,11A131432,Vilarinho,Industrial crops,0,0,0,0
11A131432_Vilarinho_Fresh vegetables,11A131432,Vilarinho,Fresh vegetables,0,1,2,2
11A131432_Vilarinho_Flowers and ornamental plants,11A131432,Vilarinho,Flowers and ornamental plants,0,0,0,0
11A131432_Vilarinho_Other temporary crops,11A131432,Vilarinho,Other temporary crops,16,0,0,0
"11A131433_União das freguesias de Areias, Sequeiró, Lama e Palmeira_Cereals",11A131433,"União das freguesias de Areias, Sequeiró, Lama e Palmeira",Cereals,136,117,101,42
"11A131433_União das freguesias de Areias, Sequeiró, Lama e Palmeira_Dried pulses",11A131433,"União das freguesias de Areias, Sequeiró, Lama e Palmeira",Dried pulses,66,4,0,0
"11A131433_União das freguesias de Areias, Sequeiró, Lama e Palmeira_Temporary grasses and grazings",11A131433,"União das freguesias de Areias, Sequeiró, Lama e Palmeira",Temporary grasses and grazings,16,2,19,0
"11A131433_União das freguesias de Areias, Sequeiró, Lama e Palmeira_Fodder plants",11A131433,"União das freguesias de Areias, Sequeiró, Lama e Palmeira",Fodder plants,282,374,167,134
"11A131433_União das freguesias de Areias, Sequeiró, Lama e Palmeira_Potatoes",11A131433,"União das freguesias de Areias, Sequeiró, Lama e Palmeira",Potatoes,27,11,9,2
"11A131433_União das freguesias de Areias, Sequeiró, Lama e Palmeira_Sugarbeets",11A131433,"União das freguesias de Areias, Sequeiró, Lama e Palmeira",Sugarbeets,0,0,0,0
"11A131433_União das freguesias de Areias, Sequeiró, Lama e Palmeira_Industrial crops",11A131433,"União das freguesias de Areias, Sequeiró, Lama e Palmeira",Industrial crops,0,0,0,0
"11A131433_União das freguesias de Areias, Sequeiró, Lama e Palmeira_Fresh vegetables",11A131433,"União das freguesias de Areias, Sequeiró, Lama e Palmeira",Fresh vegetables,2,4,15,4
"11A131433_União das freguesias de Areias, Sequeiró, Lama e Palmeira_Flowers and ornamental plants",11A131433,"União das freguesias de Areias, Sequeiró, Lama e Palmeira",Flowers and ornamental plants,0,0,1,2
"11A131433_União das freguesias de Areias, Sequeiró, Lama e Palmeira_Other temporary crops",11A131433,"União das freguesias de Areias, Sequeiró, Lama e Palmeira",Other temporary crops,47,2,0,0
"11A131434_União das freguesias de Campo (São Martinho), São Salvador do Campo e Negrelos (São Mamede)_Cereals",11A131434,"União das freguesias de Campo (São Martinho), São Salvador do Campo e Negrelos (São Mamede)",Cereals,92,59,34,17
"11A131434_União das freguesias de Campo (São Martinho), São Salvador do Campo e Negrelos (São Mamede)_Dried pulses",11A131434,"União das freguesias de Campo (São Martinho), São Salvador do Campo e Negrelos (São Mamede)",Dried pulses,34,1,0,0
"11A131434_União das freguesias de Campo (São Martinho), São Salvador do Campo e Negrelos (São Mamede)_Temporary grasses and grazings",11A131434,"União das freguesias de Campo (São Martinho), São Salvador do Campo e Negrelos (São Mamede)",Temporary grasses and grazings,18,0,17,5
"11A131434_União das freguesias de Campo (São Martinho), São Salvador do Campo e Negrelos (São Mamede)_Fodder plants",11A131434,"União das freguesias de Campo (São Martinho), São Salvador do Campo e Negrelos (São Mamede)",Fodder plants,195,122,56,46
"11A131434_União das freguesias de Campo (São Martinho), São Salvador do Campo e Negrelos (São Mamede)_Potatoes",11A131434,"União das freguesias de Campo (São Martinho), São Salvador do Campo e Negrelos (São Mamede)",Potatoes,17,7,4,3
"11A131434_União das freguesias de Campo (São Martinho), São Salvador do Campo e Negrelos (São Mamede)_Sugarbeets",11A131434,"União das freguesias de Campo (São Martinho), São Salvador do Campo e Negrelos (São Mamede)",Sugarbeets,0,0,0,0
"11A131434_União das freguesias de Campo (São Martinho), São Salvador do Campo e Negrelos (São Mamede)_Industrial crops",11A131434,"União das freguesias de Campo (São Martinho), São Salvador do Campo e Negrelos (São Mamede)",Industrial crops,0,0,0,0
"11A131434_União das freguesias de Campo (São Martinho), São Salvador do Campo e Negrelos (São Mamede)_Fresh vegetables",11A131434,"União das freguesias de Campo (São Martinho), São Salvador do Campo e Negrelos (São Mamede)",Fresh vegetables,1,6,5,10
"11A131434_União das freguesias de Campo (São Martinho), São Salvador do Campo e Negrelos (São Mamede)_Flowers and ornamental plants",11A131434,"União das freguesias de Campo (São Martinho), São Salvador do Campo e Negrelos (São Mamede)",Flowers and ornamental plants,0,0,0,0
"11A131434_União das freguesias de Campo (São Martinho), São Salvador do Campo e Negrelos (São Mamede)_Other temporary crops",11A131434,"União das freguesias de Campo (São Martinho), São Salvador do Campo e Negrelos (São Mamede)",Other temporary crops,38,0,0,0
11A131435_União das freguesias de Carreira e Refojos de Riba de Ave_Cereals,11A131435,União das freguesias de Carreira e Refojos de Riba de Ave,Cereals,152,85,69,64
11A131435_União das freguesias de Carreira e Refojos de Riba de Ave_Dried pulses,11A131435,União das freguesias de Carreira e Refojos de Riba de Ave,Dried pulses,79,8,1,0
11A131435_União das freguesias de Carreira e Refojos de Riba de Ave_Temporary grasses and grazings,11A131435,União das freguesias de Carreira e Refojos de Riba de Ave,Temporary grasses and grazings,29,8,7,5
11A131435_União das freguesias de Carreira e Refojos de Riba de Ave_Fodder plants,11A131435,União das freguesias de Carreira e Refojos de Riba de Ave,Fodder plants,323,283,226,169
11A131435_União das freguesias de Carreira e Refojos de Riba de Ave_Potatoes,11A131435,União das freguesias de Carreira e Refojos de Riba de Ave,Potatoes,28,15,7,1
11A131435_União das freguesias de Carreira e Refojos de Riba de Ave_Sugarbeets,11A131435,União das freguesias de Carreira e Refojos de Riba de Ave,Sugarbeets,0,0,0,0
11A131435_União das freguesias de Carreira e Refojos de Riba de Ave_Industrial crops,11A131435,União das freguesias de Carreira e Refojos de Riba de Ave,Industrial crops,0,0,0,1
11A131435_União das freguesias de Carreira e Refojos de Riba de Ave_Fresh vegetables,11A131435,União das freguesias de Carreira e Refojos de Riba de Ave,Fresh vegetables,0,2,4,3
11A131435_União das freguesias de Carreira e Refojos de Riba de Ave_Flowers and ornamental plants,11A131435,União das freguesias de Carreira e Refojos de Riba de Ave,Flowers and ornamental plants,0,0,0,1
11A131435_União das freguesias de Carreira e Refojos de Riba de Ave_Other temporary crops,11A131435,União das freguesias de Carreira e Refojos de Riba de Ave,Other temporary crops,79,27,0,0
11A131436_União das freguesias de Lamelas e Guimarei_Cereals,11A131436,União das freguesias de Lamelas e Guimarei,Cereals,52,43,29,24
11A131436_União das freguesias de Lamelas e Guimarei_Dried pulses,11A131436,União das freguesias de Lamelas e Guimarei,Dried pulses,13,2,0,0
11A131436_União das freguesias de Lamelas e Guimarei_Temporary grasses and grazings,11A131436,União das freguesias de Lamelas e Guimarei,Temporary grasses and grazings,25,1,9,1
11A131436_União das freguesias de Lamelas e Guimarei_Fodder plants,11A131436,União das freguesias de Lamelas e Guimarei,Fodder plants,170,153,151,87
11A131436_União das freguesias de Lamelas e Guimarei_Potatoes,11A131436,União das freguesias de Lamelas e Guimarei,Potatoes,15,8,5,1
11A131436_União das freguesias de Lamelas e Guimarei_Sugarbeets,11A131436,União das freguesias de Lamelas e Guimarei,Sugarbeets,0,0,0,0
11A131436_União das freguesias de Lamelas e Guimarei_Industrial crops,11A131436,União das freguesias de Lamelas e Guimarei,Industrial crops,0,0,0,0
11A131436_União das freguesias de Lamelas e Guimarei_Fresh vegetables,11A131436,União das freguesias de Lamelas e Guimarei,Fresh vegetables,2,0,2,0
11A131436_União das freguesias de Lamelas e Guimarei_Flowers and ornamental plants,11A131436,União das freguesias de Lamelas e Guimarei,Flowers and ornamental plants,0,0,0,0
11A131436_União das freguesias de Lamelas e Guimarei_Other temporary crops,11A131436,União das freguesias de Lamelas e Guimarei,Other temporary crops,13,11,0,0
"11A131437_União das freguesias de Santo Tirso, Couto (Santa Cristina e São Miguel) e Burgães_Cereals",11A131437,"União das freguesias de Santo Tirso, Couto (Santa Cristina e São Miguel) e Burgães",Cereals,145,119,77,51
"11A131437_União das freguesias de Santo Tirso, Couto (Santa Cristina e São Miguel) e Burgães_Dried pulses",11A131437,"União das freguesias de Santo Tirso, Couto (Santa Cristina e São Miguel) e Burgães",Dried pulses,46,6,1,0
"11A131437_União das freguesias de Santo Tirso, Couto (Santa Cristina e São Miguel) e Burgães_Temporary grasses and grazings",11A131437,"União das freguesias de Santo Tirso, Couto (Santa Cristina e São Miguel) e Burgães",Temporary grasses and grazings,55,10,9,12
"11A131437_União das freguesias de Santo Tirso, Couto (Santa Cristina e São Miguel) e Burgães_Fodder plants",11A131437,"União das freguesias de Santo Tirso, Couto (Santa Cristina e São Miguel) e Burgães",Fodder plants,410,434,285,215
"11A131437_União das freguesias de Santo Tirso, Couto (Santa Cristina e São Miguel) e Burgães_Potatoes",11A131437,"União das freguesias de Santo Tirso, Couto (Santa Cristina e São Miguel) e Burgães",Potatoes,55,34,18,3
"11A131437_União das freguesias de Santo Tirso, Couto (Santa Cristina e São Miguel) e Burgães_Sugarbeets",11A131437,"União das freguesias de Santo Tirso, Couto (Santa Cristina e São Miguel) e Burgães",Sugarbeets,0,0,0,0
"11A131437_União das freguesias de Santo Tirso, Couto (Santa Cristina e São Miguel) e Burgães_Industrial crops",11A131437,"União das freguesias de Santo Tirso, Couto (Santa Cristina e São Miguel) e Burgães",Industrial crops,0,0,0,0
"11A131437_União das freguesias de Santo Tirso, Couto (Santa Cristina e São Miguel) e Burgães_Fresh vegetables",11A131437,"União das freguesias de Santo Tirso, Couto (Santa Cristina e São Miguel) e Burgães",Fresh vegetables,17,20,25,9
"11A131437_União das freguesias de Santo Tirso, Couto (Santa Cristina e São Miguel) e Burgães_Flowers and ornamental plants",11A131437,"União das freguesias de Santo Tirso, Couto (Santa Cristina e São Miguel) e Burgães",Flowers and ornamental plants,0,1,0,0
"11A131437_União das freguesias de Santo Tirso, Couto (Santa Cristina e São Miguel) e Burgães_Other temporary crops",11A131437,"União das freguesias de Santo Tirso, Couto (Santa Cristina e São Miguel) e Burgães",Other temporary crops,46,11,0,0
11A131501_Alfena_Cereals,11A131501,Alfena,Cereals,96,45,84,52
11A131501_Alfena_Dried pulses,11A131501,Alfena,Dried pulses,33,2,0,1
11A131501_Alfena_Temporary grasses and grazings,11A131501,Alfena,Temporary grasses and grazings,11,9,0,0
11A131501_Alfena_Fodder plants,11A131501,Alfena,Fodder plants,313,268,75,82
11A131501_Alfena_Potatoes,11A131501,Alfena,Potatoes,59,30,11,27
11A131501_Alfena_Sugarbeets,11A131501,Alfena,Sugarbeets,0,0,0,0
11A131501_Alfena_Industrial crops,11A131501,Alfena,Industrial crops,0,0,0,0
11A131501_Alfena_Fresh vegetables,11A131501,Alfena,Fresh vegetables,15,14,10,10
11A131501_Alfena_Flowers and ornamental plants,11A131501,Alfena,Flowers and ornamental plants,1,2,6,0
11A131501_Alfena_Other temporary crops,11A131501,Alfena,Other temporary crops,19,6,0,0
11A131503_Ermesinde_Cereals,11A131503,Ermesinde,Cereals,24,14,12,13
