Nuts_region_temp,NutsID,region_name,Temp_crop,Area_1989,Area_1999,Area_2009,Area_2019
11A131503_Ermesinde_Dried pulses,11A131503,Ermesinde,Dried pulses,8,0,0,1
11A131503_Ermesinde_Temporary grasses and grazings,11A131503,Ermesinde,Temporary grasses and grazings,4,0,0,0
11A131503_Ermesinde_Fodder plants,11A131503,Ermesinde,Fodder plants,154,69,35,33
11A131503_Ermesinde_Potatoes,11A131503,Ermesinde,Potatoes,28,5,5,1
11A131503_Ermesinde_Sugarbeets,11A131503,Ermesinde,Sugarbeets,0,0,0,0
11A131503_Ermesinde_Industrial crops,11A131503,Ermesinde,Industrial crops,0,0,0,0
11A131503_Ermesinde_Fresh vegetables,11A131503,Ermesinde,Fresh vegetables,19,10,6,8
11A131503_Ermesinde_Flowers and ornamental plants,11A131503,Ermesinde,Flowers and ornamental plants,1,1,0,0
11A131503_Ermesinde_Other temporary crops,11A131503,Ermesinde,Other temporary crops,4,0,0,0
11A131505_Valongo_Cereals,11A131505,Valongo,Cereals,85,35,47,4
11A131505_Valongo_Dried pulses,11A131505,Valongo,Dried pulses,39,1,0,0
11A131505_Valongo_Temporary grasses and grazings,11A131505,Valongo,Temporary grasses and grazings,10,2,0,0
11A131505_Valongo_Fodder plants,11A131505,Valongo,Fodder plants,230,79,36,16
11A131505_Valongo_Potatoes,11A131505,Valongo,Potatoes,47,12,19,1
11A131505_Valongo_Sugarbeets,11A131505,Valongo,Sugarbeets,0,0,0,0
11A131505_Valongo_Industrial crops,11A131505,Valongo,Industrial crops,0,0,0,0
11A131505_Valongo_Fresh vegetables,11A131505,Valongo,Fresh vegetables,16,9,0,0
11A131505_Valongo_Flowers and ornamental plants,11A131505,Valongo,Flowers and ornamental plants,1,0,0,1
11A131505_Valongo_Other temporary crops,11A131505,Valongo,Other temporary crops,16,1,0,0
11A131506_União das freguesias de Campo e Sobrado_Cereals,11A131506,União das freguesias de Campo e Sobrado,Cereals,190,76,116,33
11A131506_União das freguesias de Campo e Sobrado_Dried pulses,11A131506,União das freguesias de Campo e Sobrado,Dried pulses,65,1,1,0
11A131506_União das freguesias de Campo e Sobrado_Temporary grasses and grazings,11A131506,União das freguesias de Campo e Sobrado,Temporary grasses and grazings,31,2,2,0
11A131506_União das freguesias de Campo e Sobrado_Fodder plants,11A131506,União das freguesias de Campo e Sobrado,Fodder plants,513,367,243,188
11A131506_União das freguesias de Campo e Sobrado_Potatoes,11A131506,União das freguesias de Campo e Sobrado,Potatoes,56,19,20,6
11A131506_União das freguesias de Campo e Sobrado_Sugarbeets,11A131506,União das freguesias de Campo e Sobrado,Sugarbeets,0,0,0,0
11A131506_União das freguesias de Campo e Sobrado_Industrial crops,11A131506,União das freguesias de Campo e Sobrado,Industrial crops,0,0,0,0
11A131506_União das freguesias de Campo e Sobrado_Fresh vegetables,11A131506,União das freguesias de Campo e Sobrado,Fresh vegetables,9,18,2,5
11A131506_União das freguesias de Campo e Sobrado_Flowers and ornamental plants,11A131506,União das freguesias de Campo e Sobrado,Flowers and ornamental plants,1,0,0,0
11A131506_União das freguesias de Campo e Sobrado_Other temporary crops,11A131506,União das freguesias de Campo e Sobrado,Other temporary crops,39,1,0,0
11A131602_Árvore_Cereals,11A131602,Árvore,Cereals,24,5,8,2
11A131602_Árvore_Dried pulses,11A131602,Árvore,Dried pulses,1,0,0,0
11A131602_Árvore_Temporary grasses and grazings,11A131602,Árvore,Temporary grasses and grazings,31,0,0,0
11A131602_Árvore_Fodder plants,11A131602,Árvore,Fodder plants,330,350,361,312
11A131602_Árvore_Potatoes,11A131602,Árvore,Potatoes,29,13,3,2
11A131602_Árvore_Sugarbeets,11A131602,Árvore,Sugarbeets,0,0,0,0
11A131602_Árvore_Industrial crops,11A131602,Árvore,Industrial crops,0,0,0,0
11A131602_Árvore_Fresh vegetables,11A131602,Árvore,Fresh vegetables,0,3,2,0
11A131602_Árvore_Flowers and ornamental plants,11A131602,Árvore,Flowers and ornamental plants,0,0,0,0
11A131602_Árvore_Other temporary crops,11A131602,Árvore,Other temporary crops,0,6,0,0
11A131603_Aveleda_Cereals,11A131603,Aveleda,Cereals,41,17,8,4
11A131603_Aveleda_Dried pulses,11A131603,Aveleda,Dried pulses,2,0,0,0
11A131603_Aveleda_Temporary grasses and grazings,11A131603,Aveleda,Temporary grasses and grazings,19,0,0,0
11A131603_Aveleda_Fodder plants,11A131603,Aveleda,Fodder plants,222,209,167,70
11A131603_Aveleda_Potatoes,11A131603,Aveleda,Potatoes,42,15,4,1
11A131603_Aveleda_Sugarbeets,11A131603,Aveleda,Sugarbeets,0,0,0,0
11A131603_Aveleda_Industrial crops,11A131603,Aveleda,Industrial crops,0,0,0,0
11A131603_Aveleda_Fresh vegetables,11A131603,Aveleda,Fresh vegetables,3,3,0,1
11A131603_Aveleda_Flowers and ornamental plants,11A131603,Aveleda,Flowers and ornamental plants,0,0,0,0
11A131603_Aveleda_Other temporary crops,11A131603,Aveleda,Other temporary crops,2,12,0,0
11A131604_Azurara_Cereals,11A131604,Azurara,Cereals,16,4,1,2
11A131604_Azurara_Dried pulses,11A131604,Azurara,Dried pulses,1,0,0,0
11A131604_Azurara_Temporary grasses and grazings,11A131604,Azurara,Temporary grasses and grazings,15,0,0,0
11A131604_Azurara_Fodder plants,11A131604,Azurara,Fodder plants,92,69,43,33
11A131604_Azurara_Potatoes,11A131604,Azurara,Potatoes,9,3,0,0
11A131604_Azurara_Sugarbeets,11A131604,Azurara,Sugarbeets,0,0,0,0
11A131604_Azurara_Industrial crops,11A131604,Azurara,Industrial crops,0,0,0,0
11A131604_Azurara_Fresh vegetables,11A131604,Azurara,Fresh vegetables,1,1,0,0
11A131604_Azurara_Flowers and ornamental plants,11A131604,Azurara,Flowers and ornamental plants,0,0,1,2
11A131604_Azurara_Other temporary crops,11A131604,Azurara,Other temporary crops,0,1,0,0
11A131607_Fajozes_Cereals,11A131607,Fajozes,Cereals,25,8,6,7
11A131607_Fajozes_Dried pulses,11A131607,Fajozes,Dried pulses,0,0,0,0
11A131607_Fajozes_Temporary grasses and grazings,11A131607,Fajozes,Temporary grasses and grazings,2,4,0,0
11A131607_Fajozes_Fodder plants,11A131607,Fajozes,Fodder plants,312,436,473,509
11A131607_Fajozes_Potatoes,11A131607,Fajozes,Potatoes,29,12,6,2
11A131607_Fajozes_Sugarbeets,11A131607,Fajozes,Sugarbeets,0,0,0,0
11A131607_Fajozes_Industrial crops,11A131607,Fajozes,Industrial crops,0,0,0,0
11A131607_Fajozes_Fresh vegetables,11A131607,Fajozes,Fresh vegetables,0,1,2,2
11A131607_Fajozes_Flowers and ornamental plants,11A131607,Fajozes,Flowers and ornamental plants,0,2,1,2
11A131607_Fajozes_Other temporary crops,11A131607,Fajozes,Other temporary crops,0,3,0,0
11A131610_Gião_Cereals,11A131610,Gião,Cereals,20,7,4,17
11A131610_Gião_Dried pulses,11A131610,Gião,Dried pulses,2,0,0,0
11A131610_Gião_Temporary grasses and grazings,11A131610,Gião,Temporary grasses and grazings,47,2,0,0
11A131610_Gião_Fodder plants,11A131610,Gião,Fodder plants,301,425,361,232
11A131610_Gião_Potatoes,11A131610,Gião,Potatoes,40,15,1,1
11A131610_Gião_Sugarbeets,11A131610,Gião,Sugarbeets,0,0,0,0
11A131610_Gião_Industrial crops,11A131610,Gião,Industrial crops,0,0,0,1
11A131610_Gião_Fresh vegetables,11A131610,Gião,Fresh vegetables,0,1,1,1
11A131610_Gião_Flowers and ornamental plants,11A131610,Gião,Flowers and ornamental plants,0,1,0,0
11A131610_Gião_Other temporary crops,11A131610,Gião,Other temporary crops,2,8,0,0
11A131611_Guilhabreu_Cereals,11A131611,Guilhabreu,Cereals,19,9,19,19
11A131611_Guilhabreu_Dried pulses,11A131611,Guilhabreu,Dried pulses,1,0,0,0
11A131611_Guilhabreu_Temporary grasses and grazings,11A131611,Guilhabreu,Temporary grasses and grazings,47,0,0,0
11A131611_Guilhabreu_Fodder plants,11A131611,Guilhabreu,Fodder plants,368,486,552,683
11A131611_Guilhabreu_Potatoes,11A131611,Guilhabreu,Potatoes,21,8,1,3
11A131611_Guilhabreu_Sugarbeets,11A131611,Guilhabreu,Sugarbeets,0,0,0,0
11A131611_Guilhabreu_Industrial crops,11A131611,Guilhabreu,Industrial crops,0,0,0,0
11A131611_Guilhabreu_Fresh vegetables,11A131611,Guilhabreu,Fresh vegetables,1,5,10,10
11A131611_Guilhabreu_Flowers and ornamental plants,11A131611,Guilhabreu,Flowers and ornamental plants,0,0,0,0
11A131611_Guilhabreu_Other temporary crops,11A131611,Guilhabreu,Other temporary crops,2,0,0,0
11A131612_Junqueira_Cereals,11A131612,Junqueira,Cereals,54,8,4,3
11A131612_Junqueira_Dried pulses,11A131612,Junqueira,Dried pulses,6,0,0,0
11A131612_Junqueira_Temporary grasses and grazings,11A131612,Junqueira,Temporary grasses and grazings,22,0,4,0
11A131612_Junqueira_Fodder plants,11A131612,Junqueira,Fodder plants,632,627,545,726
11A131612_Junqueira_Potatoes,11A131612,Junqueira,Potatoes,27,4,0,0
11A131612_Junqueira_Sugarbeets,11A131612,Junqueira,Sugarbeets,0,0,0,0
11A131612_Junqueira_Industrial crops,11A131612,Junqueira,Industrial crops,0,0,0,0
11A131612_Junqueira_Fresh vegetables,11A131612,Junqueira,Fresh vegetables,1,0,0,5
11A131612_Junqueira_Flowers and ornamental plants,11A131612,Junqueira,Flowers and ornamental plants,0,1,3,0
11A131612_Junqueira_Other temporary crops,11A131612,Junqueira,Other temporary crops,4,5,0,0
11A131613_Labruge_Cereals,11A131613,Labruge,Cereals,27,9,10,13
11A131613_Labruge_Dried pulses,11A131613,Labruge,Dried pulses,3,0,0,1
11A131613_Labruge_Temporary grasses and grazings,11A131613,Labruge,Temporary grasses and grazings,73,0,0,0
11A131613_Labruge_Fodder plants,11A131613,Labruge,Fodder plants,323,412,494,452
11A131613_Labruge_Potatoes,11A131613,Labruge,Potatoes,44,15,2,3
11A131613_Labruge_Sugarbeets,11A131613,Labruge,Sugarbeets,0,0,0,0
11A131613_Labruge_Industrial crops,11A131613,Labruge,Industrial crops,0,0,0,0
11A131613_Labruge_Fresh vegetables,11A131613,Labruge,Fresh vegetables,3,10,5,2
11A131613_Labruge_Flowers and ornamental plants,11A131613,Labruge,Flowers and ornamental plants,0,0,0,0
11A131613_Labruge_Other temporary crops,11A131613,Labruge,Other temporary crops,0,10,0,0
11A131614_Macieira da Maia_Cereals,11A131614,Macieira da Maia,Cereals,30,16,5,7
11A131614_Macieira da Maia_Dried pulses,11A131614,Macieira da Maia,Dried pulses,1,0,0,0
11A131614_Macieira da Maia_Temporary grasses and grazings,11A131614,Macieira da Maia,Temporary grasses and grazings,35,1,0,0
11A131614_Macieira da Maia_Fodder plants,11A131614,Macieira da Maia,Fodder plants,287,379,332,398
11A131614_Macieira da Maia_Potatoes,11A131614,Macieira da Maia,Potatoes,22,6,3,1
11A131614_Macieira da Maia_Sugarbeets,11A131614,Macieira da Maia,Sugarbeets,0,0,0,0
11A131614_Macieira da Maia_Industrial crops,11A131614,Macieira da Maia,Industrial crops,0,0,0,0
11A131614_Macieira da Maia_Fresh vegetables,11A131614,Macieira da Maia,Fresh vegetables,0,0,0,3
11A131614_Macieira da Maia_Flowers and ornamental plants,11A131614,Macieira da Maia,Flowers and ornamental plants,0,0,0,0
11A131614_Macieira da Maia_Other temporary crops,11A131614,Macieira da Maia,Other temporary crops,2,5,0,0
11A131616_Mindelo_Cereals,11A131616,Mindelo,Cereals,34,10,23,13
11A131616_Mindelo_Dried pulses,11A131616,Mindelo,Dried pulses,0,0,0,0
11A131616_Mindelo_Temporary grasses and grazings,11A131616,Mindelo,Temporary grasses and grazings,47,2,0,0
11A131616_Mindelo_Fodder plants,11A131616,Mindelo,Fodder plants,368,472,481,342
11A131616_Mindelo_Potatoes,11A131616,Mindelo,Potatoes,43,15,11,1
11A131616_Mindelo_Sugarbeets,11A131616,Mindelo,Sugarbeets,0,0,0,0
11A131616_Mindelo_Industrial crops,11A131616,Mindelo,Industrial crops,0,0,0,0
11A131616_Mindelo_Fresh vegetables,11A131616,Mindelo,Fresh vegetables,2,3,8,8
11A131616_Mindelo_Flowers and ornamental plants,11A131616,Mindelo,Flowers and ornamental plants,0,0,0,0
11A131616_Mindelo_Other temporary crops,11A131616,Mindelo,Other temporary crops,5,12,2,0
11A131617_Modivas_Cereals,11A131617,Modivas,Cereals,16,5,6,3
11A131617_Modivas_Dried pulses,11A131617,Modivas,Dried pulses,0,0,0,0
11A131617_Modivas_Temporary grasses and grazings,11A131617,Modivas,Temporary grasses and grazings,9,0,0,0
11A131617_Modivas_Fodder plants,11A131617,Modivas,Fodder plants,210,226,241,221
11A131617_Modivas_Potatoes,11A131617,Modivas,Potatoes,26,21,4,1
11A131617_Modivas_Sugarbeets,11A131617,Modivas,Sugarbeets,0,0,0,0
11A131617_Modivas_Industrial crops,11A131617,Modivas,Industrial crops,0,0,0,0
11A131617_Modivas_Fresh vegetables,11A131617,Modivas,Fresh vegetables,5,15,9,0
11A131617_Modivas_Flowers and ornamental plants,11A131617,Modivas,Flowers and ornamental plants,0,0,0,0
11A131617_Modivas_Other temporary crops,11A131617,Modivas,Other temporary crops,0,3,0,0
11A131627_Vila Chã_Cereals,11A131627,Vila Chã,Cereals,28,6,9,14
11A131627_Vila Chã_Dried pulses,11A131627,Vila Chã,Dried pulses,0,0,1,0
11A131627_Vila Chã_Temporary grasses and grazings,11A131627,Vila Chã,Temporary grasses and grazings,29,0,0,0
11A131627_Vila Chã_Fodder plants,11A131627,Vila Chã,Fodder plants,233,296,240,245
11A131627_Vila Chã_Potatoes,11A131627,Vila Chã,Potatoes,31,13,5,10
11A131627_Vila Chã_Sugarbeets,11A131627,Vila Chã,Sugarbeets,0,0,0,0
11A131627_Vila Chã_Industrial crops,11A131627,Vila Chã,Industrial crops,0,0,0,0
11A131627_Vila Chã_Fresh vegetables,11A131627,Vila Chã,Fresh vegetables,1,0,16,4
11A131627_Vila Chã_Flowers and ornamental plants,11A131627,Vila Chã,Flowers and ornamental plants,0,1,0,0
11A131627_Vila Chã_Other temporary crops,11A131627,Vila Chã,Other temporary crops,3,9,0,0
11A131628_Vila do Conde_Cereals,11A131628,Vila do Conde,Cereals,55,8,1,11
11A131628_Vila do Conde_Dried pulses,11A131628,Vila do Conde,Dried pulses,0,0,0,0
11A131628_Vila do Conde_Temporary grasses and grazings,11A131628,Vila do Conde,Temporary grasses and grazings,14,1,0,0
11A131628_Vila do Conde_Fodder plants,11A131628,Vila do Conde,Fodder plants,211,154,181,137
11A131628_Vila do Conde_Potatoes,11A131628,Vila do Conde,Potatoes,27,3,1,4
11A131628_Vila do Conde_Sugarbeets,11A131628,Vila do Conde,Sugarbeets,0,0,0,0
11A131628_Vila do Conde_Industrial crops,11A131628,Vila do Conde,Industrial crops,0,0,0,0
11A131628_Vila do Conde_Fresh vegetables,11A131628,Vila do Conde,Fresh vegetables,2,1,2,0
11A131628_Vila do Conde_Flowers and ornamental plants,11A131628,Vila do Conde,Flowers and ornamental plants,0,0,0,1
11A131628_Vila do Conde_Other temporary crops,11A131628,Vila do Conde,Other temporary crops,0,9,0,0
11A131630_Vilar de Pinheiro_Cereals,11A131630,Vilar de Pinheiro,Cereals,52,6,12,24
11A131630_Vilar de Pinheiro_Dried pulses,11A131630,Vilar de Pinheiro,Dried pulses,1,0,0,0
11A131630_Vilar de Pinheiro_Temporary grasses and grazings,11A131630,Vilar de Pinheiro,Temporary grasses and grazings,18,3,0,0
11A131630_Vilar de Pinheiro_Fodder plants,11A131630,Vilar de Pinheiro,Fodder plants,226,257,167,186
11A131630_Vilar de Pinheiro_Potatoes,11A131630,Vilar de Pinheiro,Potatoes,49,45,2,1
11A131630_Vilar de Pinheiro_Sugarbeets,11A131630,Vilar de Pinheiro,Sugarbeets,0,0,0,0
11A131630_Vilar de Pinheiro_Industrial crops,11A131630,Vilar de Pinheiro,Industrial crops,0,0,0,0
11A131630_Vilar de Pinheiro_Fresh vegetables,11A131630,Vilar de Pinheiro,Fresh vegetables,1,7,3,2
11A131630_Vilar de Pinheiro_Flowers and ornamental plants,11A131630,Vilar de Pinheiro,Flowers and ornamental plants,0,0,0,0
11A131630_Vilar de Pinheiro_Other temporary crops,11A131630,Vilar de Pinheiro,Other temporary crops,0,2,0,0
"11A131631_União das freguesias de Bagunte, Ferreiró, Outeiro Maior e Parada_Cereals",11A131631,"União das freguesias de Bagunte, Ferreiró, Outeiro Maior e Parada",Cereals,53,15,13,19
"11A131631_União das freguesias de Bagunte, Ferreiró, Outeiro Maior e Parada_Dried pulses",11A131631,"União das freguesias de Bagunte, Ferreiró, Outeiro Maior e Parada",Dried pulses,3,0,0,0
"11A131631_União das freguesias de Bagunte, Ferreiró, Outeiro Maior e Parada_Temporary grasses and grazings",11A131631,"União das freguesias de Bagunte, Ferreiró, Outeiro Maior e Parada",Temporary grasses and grazings,128,1,1,0
"11A131631_União das freguesias de Bagunte, Ferreiró, Outeiro Maior e Parada_Fodder plants",11A131631,"União das freguesias de Bagunte, Ferreiró, Outeiro Maior e Parada",Fodder plants,1344,1577,1769,1762
"11A131631_União das freguesias de Bagunte, Ferreiró, Outeiro Maior e Parada_Potatoes",11A131631,"União das freguesias de Bagunte, Ferreiró, Outeiro Maior e Parada",Potatoes,56,14,3,3
"11A131631_União das freguesias de Bagunte, Ferreiró, Outeiro Maior e Parada_Sugarbeets",11A131631,"União das freguesias de Bagunte, Ferreiró, Outeiro Maior e Parada",Sugarbeets,0,0,0,0
"11A131631_União das freguesias de Bagunte, Ferreiró, Outeiro Maior e Parada_Industrial crops",11A131631,"União das freguesias de Bagunte, Ferreiró, Outeiro Maior e Parada",Industrial crops,0,1,0,4
"11A131631_União das freguesias de Bagunte, Ferreiró, Outeiro Maior e Parada_Fresh vegetables",11A131631,"União das freguesias de Bagunte, Ferreiró, Outeiro Maior e Parada",Fresh vegetables,0,1,1,3
"11A131631_União das freguesias de Bagunte, Ferreiró, Outeiro Maior e Parada_Flowers and ornamental plants",11A131631,"União das freguesias de Bagunte, Ferreiró, Outeiro Maior e Parada",Flowers and ornamental plants,0,0,0,0
"11A131631_União das freguesias de Bagunte, Ferreiró, Outeiro Maior e Parada_Other temporary crops",11A131631,"União das freguesias de Bagunte, Ferreiró, Outeiro Maior e Parada",Other temporary crops,4,4,0,0
11A131632_União das freguesias de Fornelo e Vairão_Cereals,11A131632,União das freguesias de Fornelo e Vairão,Cereals,56,9,19,24
11A131632_União das freguesias de Fornelo e Vairão_Dried pulses,11A131632,União das freguesias de Fornelo e Vairão,Dried pulses,2,0,0,0
11A131632_União das freguesias de Fornelo e Vairão_Temporary grasses and grazings,11A131632,União das freguesias de Fornelo e Vairão,Temporary grasses and grazings,73,7,0,0
11A131632_União das freguesias de Fornelo e Vairão_Fodder plants,11A131632,União das freguesias de Fornelo e Vairão,Fodder plants,616,667,689,634
11A131632_União das freguesias de Fornelo e Vairão_Potatoes,11A131632,União das freguesias de Fornelo e Vairão,Potatoes,55,8,4,2
11A131632_União das freguesias de Fornelo e Vairão_Sugarbeets,11A131632,União das freguesias de Fornelo e Vairão,Sugarbeets,0,0,0,0
