"NutsID","year","Cereals","Dried pulses","Temporary grasses and grazings","Fodder plants","Potatoes","Sugarbeets","Industrial crops","Fresh vegetables","Flowers and ornamental plants","Other temporary crops"
"112031308",1999,125,1,3,148,0,0,0,0,0,0
"112031309",1999,65,3,17,86,0,0,0,0,0,0
"112031311",1999,48,1,1,112,4,0,0,1,0,1
"112031313",1999,58,2,3,49,1,0,0,0,0,16
"112031316",1999,35,12,10,63,5,0,0,0,0,23
"112031317",1999,23,0,1,45,1,0,0,1,1,2
"112031323",1999,39,5,14,129,6,0,0,3,1,13
"112031324",1999,32,1,0,59,2,0,0,0,0,1
"112031325",1999,26,2,0,69,3,0,0,0,0,0
"112031328",1999,41,6,7,40,1,0,0,0,0,20
"112031330",1999,24,3,1,46,2,0,0,2,0,7
"112031331",1999,37,5,7,60,0,0,0,0,0,0
"112031335",1999,49,1,0,99,4,0,0,0,0,1
"112031337",1999,40,2,0,37,2,0,0,0,0,0
"112031340",1999,11,0,5,60,0,0,0,1,0,2
"112031342",1999,99,3,4,82,0,0,0,5,0,1
"112031350",1999,59,3,1,73,2,0,0,0,0,7
"112031352",1999,41,3,2,164,5,0,0,2,0,0
"112031354",1999,42,7,12,47,5,0,0,0,0,7
"112031355",1999,57,5,23,127,5,0,0,0,0,19
"112031359",1999,74,11,52,130,6,0,0,0,0,31
"112031360",1999,328,41,154,201,37,0,0,1,0,75
"112031361",1999,83,4,9,68,3,0,0,0,0,18
"112031362",1999,33,2,6,243,1,0,0,1,1,2
"112031363",1999,67,3,6,76,1,0,0,1,0,17
"112031364",1999,30,6,18,105,3,0,0,1,0,6
"112031365",1999,61,6,1,101,7,0,0,0,0,3
"112031366",1999,71,4,1,103,5,0,0,1,0,9
"112031367",1999,108,8,13,108,7,0,0,0,0,9
"112031368",1999,62,3,4,96,6,0,0,1,0,6
"112031369",1999,127,8,30,194,6,0,0,0,0,22
"112031370",1999,80,6,14,124,7,0,0,1,0,6
"119030401",1999,48,8,105,70,11,0,0,0,0,1
"119030404",1999,46,9,0,90,9,0,0,0,0,7
"119030405",1999,62,3,1,71,16,0,0,0,0,0
"119030406",1999,62,8,0,111,11,0,0,0,0,5
"119030407",1999,134,6,0,282,8,0,0,0,0,1
"119030408",1999,48,4,1,79,6,0,0,0,0,2
"119030413",1999,82,2,3,157,9,0,0,0,0,3
"119030415",1999,154,6,62,238,32,0,0,1,0,5
"119030418",1999,81,11,0,105,13,0,0,0,0,12
"119030419",1999,62,6,0,83,14,0,0,1,0,3
"119030420",1999,47,1,2,56,13,0,0,0,0,1
"119030421",1999,157,36,1,275,30,0,0,1,0,17
"119030705",1999,49,19,7,62,7,0,0,0,0,15
"119030708",1999,65,17,49,95,22,0,0,1,0,20
"119030709",1999,34,11,35,43,6,0,0,2,0,14
"119030712",1999,49,16,21,72,12,0,0,0,0,13
"119030714",1999,55,12,13,77,9,0,0,1,0,8
"119030716",1999,14,5,11,24,4,0,0,0,0,3
"119030719",1999,72,19,12,91,8,0,2,0,0,15
"119030722",1999,69,9,43,98,8,0,0,0,0,9
"119030723",1999,50,6,16,125,7,0,0,0,0,13
"119030724",1999,64,20,44,75,6,0,1,0,1,26
"119030725",1999,35,14,85,5,8,0,0,0,0,0
"119030726",1999,30,7,4,40,9,0,0,0,0,6
"119030728",1999,139,35,60,254,33,0,0,0,1,48
"119030729",1999,37,3,10,63,3,0,0,0,0,5
"119030730",1999,62,24,3,105,4,0,0,0,0,0
"119030733",1999,102,31,75,123,10,0,12,1,0,25
"119030736",1999,42,10,10,62,9,0,4,0,0,2
"119030737",1999,80,28,339,12,16,0,0,4,0,36
"119030738",1999,72,17,20,112,10,0,0,6,0,1
"119030739",1999,50,7,24,132,5,0,0,1,1,16
"119030740",1999,71,5,37,204,9,0,0,0,0,14
"119030741",1999,83,9,19,172,14,0,0,6,0,19
"119030742",1999,126,19,38,175,6,0,0,0,0,13
