Nuts_region_perm,NutsID,region_name,Perm_crop,Area_1989,Area_1999,Area_2009,Area_2019
111160161_União das freguesias de São Jorge e Ermelo_Other permanent crops,111160161,União das freguesias de São Jorge e Ermelo,Other permanent crops,0,0,0,0
111160162_União das freguesias de Souto e Tabaçô_Citrus plantations,111160162,União das freguesias de Souto e Tabaçô,Citrus plantations,1,1,0,0
111160162_União das freguesias de Souto e Tabaçô_Olive plantations,111160162,União das freguesias de Souto e Tabaçô,Olive plantations,2,2,0,1
111160162_União das freguesias de Souto e Tabaçô_Fresh fruit plantations (excluding citrus plantations),111160162,União das freguesias de Souto e Tabaçô,Fresh fruit plantations (excluding citrus plantations),1,0,0,2
111160162_União das freguesias de Souto e Tabaçô_Fruit plantations (subtropical climate zones),111160162,União das freguesias de Souto e Tabaçô,Fruit plantations (subtropical climate zones),0,0,0,0
111160162_União das freguesias de Souto e Tabaçô_Nuts plantations,111160162,União das freguesias de Souto e Tabaçô,Nuts plantations,0,1,1,6
111160162_União das freguesias de Souto e Tabaçô_Vineyards,111160162,União das freguesias de Souto e Tabaçô,Vineyards,27,27,15,12
111160162_União das freguesias de Souto e Tabaçô_Other permanent crops,111160162,União das freguesias de Souto e Tabaçô,Other permanent crops,0,0,0,0
111160163_União das freguesias de Távora (Santa Maria e São Vicente)_Citrus plantations,111160163,União das freguesias de Távora (Santa Maria e São Vicente),Citrus plantations,1,1,2,1
111160163_União das freguesias de Távora (Santa Maria e São Vicente)_Olive plantations,111160163,União das freguesias de Távora (Santa Maria e São Vicente),Olive plantations,5,1,2,1
111160163_União das freguesias de Távora (Santa Maria e São Vicente)_Fresh fruit plantations (excluding citrus plantations),111160163,União das freguesias de Távora (Santa Maria e São Vicente),Fresh fruit plantations (excluding citrus plantations),3,0,1,3
111160163_União das freguesias de Távora (Santa Maria e São Vicente)_Fruit plantations (subtropical climate zones),111160163,União das freguesias de Távora (Santa Maria e São Vicente),Fruit plantations (subtropical climate zones),0,2,0,0
111160163_União das freguesias de Távora (Santa Maria e São Vicente)_Nuts plantations,111160163,União das freguesias de Távora (Santa Maria e São Vicente),Nuts plantations,0,1,2,9
111160163_União das freguesias de Távora (Santa Maria e São Vicente)_Vineyards,111160163,União das freguesias de Távora (Santa Maria e São Vicente),Vineyards,36,74,39,19
111160163_União das freguesias de Távora (Santa Maria e São Vicente)_Other permanent crops,111160163,União das freguesias de Távora (Santa Maria e São Vicente),Other permanent crops,0,0,0,0
"111160164_União das freguesias de Vilela, São Cosme e São Damião e Sá_Citrus plantations",111160164,"União das freguesias de Vilela, São Cosme e São Damião e Sá",Citrus plantations,0,0,0,0
"111160164_União das freguesias de Vilela, São Cosme e São Damião e Sá_Olive plantations",111160164,"União das freguesias de Vilela, São Cosme e São Damião e Sá",Olive plantations,0,0,0,0
"111160164_União das freguesias de Vilela, São Cosme e São Damião e Sá_Fresh fruit plantations (excluding citrus plantations)",111160164,"União das freguesias de Vilela, São Cosme e São Damião e Sá",Fresh fruit plantations (excluding citrus plantations),0,0,0,1
"111160164_União das freguesias de Vilela, São Cosme e São Damião e Sá_Fruit plantations (subtropical climate zones)",111160164,"União das freguesias de Vilela, São Cosme e São Damião e Sá",Fruit plantations (subtropical climate zones),0,0,0,0
"111160164_União das freguesias de Vilela, São Cosme e São Damião e Sá_Nuts plantations",111160164,"União das freguesias de Vilela, São Cosme e São Damião e Sá",Nuts plantations,0,0,2,1
"111160164_União das freguesias de Vilela, São Cosme e São Damião e Sá_Vineyards",111160164,"União das freguesias de Vilela, São Cosme e São Damião e Sá",Vineyards,42,49,28,34
"111160164_União das freguesias de Vilela, São Cosme e São Damião e Sá_Other permanent crops",111160164,"União das freguesias de Vilela, São Cosme e São Damião e Sá",Other permanent crops,0,0,1,0
111160201_Âncora_Citrus plantations,111160201,Âncora,Citrus plantations,0,0,0,0
111160201_Âncora_Olive plantations,111160201,Âncora,Olive plantations,0,0,0,0
111160201_Âncora_Fresh fruit plantations (excluding citrus plantations),111160201,Âncora,Fresh fruit plantations (excluding citrus plantations),0,1,0,0
111160201_Âncora_Fruit plantations (subtropical climate zones),111160201,Âncora,Fruit plantations (subtropical climate zones),0,0,0,0
111160201_Âncora_Nuts plantations,111160201,Âncora,Nuts plantations,0,0,0,0
111160201_Âncora_Vineyards,111160201,Âncora,Vineyards,11,4,1,1
111160201_Âncora_Other permanent crops,111160201,Âncora,Other permanent crops,0,0,0,0
111160205_Argela_Citrus plantations,111160205,Argela,Citrus plantations,0,0,0,0
111160205_Argela_Olive plantations,111160205,Argela,Olive plantations,1,0,0,0
111160205_Argela_Fresh fruit plantations (excluding citrus plantations),111160205,Argela,Fresh fruit plantations (excluding citrus plantations),0,0,0,0
111160205_Argela_Fruit plantations (subtropical climate zones),111160205,Argela,Fruit plantations (subtropical climate zones),0,0,0,0
111160205_Argela_Nuts plantations,111160205,Argela,Nuts plantations,0,0,2,0
111160205_Argela_Vineyards,111160205,Argela,Vineyards,14,5,4,1
111160205_Argela_Other permanent crops,111160205,Argela,Other permanent crops,1,0,0,0
111160209_Dem_Citrus plantations,111160209,Dem,Citrus plantations,0,0,0,0
111160209_Dem_Olive plantations,111160209,Dem,Olive plantations,1,2,1,0
111160209_Dem_Fresh fruit plantations (excluding citrus plantations),111160209,Dem,Fresh fruit plantations (excluding citrus plantations),0,0,0,0
111160209_Dem_Fruit plantations (subtropical climate zones),111160209,Dem,Fruit plantations (subtropical climate zones),0,0,0,0
111160209_Dem_Nuts plantations,111160209,Dem,Nuts plantations,0,0,0,0
111160209_Dem_Vineyards,111160209,Dem,Vineyards,9,6,3,2
111160209_Dem_Other permanent crops,111160209,Dem,Other permanent crops,0,0,0,0
111160211_Lanhelas_Citrus plantations,111160211,Lanhelas,Citrus plantations,0,0,0,0
111160211_Lanhelas_Olive plantations,111160211,Lanhelas,Olive plantations,0,0,0,0
111160211_Lanhelas_Fresh fruit plantations (excluding citrus plantations),111160211,Lanhelas,Fresh fruit plantations (excluding citrus plantations),0,0,0,0
111160211_Lanhelas_Fruit plantations (subtropical climate zones),111160211,Lanhelas,Fruit plantations (subtropical climate zones),0,0,0,0
111160211_Lanhelas_Nuts plantations,111160211,Lanhelas,Nuts plantations,0,3,1,0
111160211_Lanhelas_Vineyards,111160211,Lanhelas,Vineyards,5,3,2,0
111160211_Lanhelas_Other permanent crops,111160211,Lanhelas,Other permanent crops,0,0,0,0
111160214_Riba de Âncora_Citrus plantations,111160214,Riba de Âncora,Citrus plantations,0,0,0,0
111160214_Riba de Âncora_Olive plantations,111160214,Riba de Âncora,Olive plantations,0,0,0,0
111160214_Riba de Âncora_Fresh fruit plantations (excluding citrus plantations),111160214,Riba de Âncora,Fresh fruit plantations (excluding citrus plantations),0,1,0,1
111160214_Riba de Âncora_Fruit plantations (subtropical climate zones),111160214,Riba de Âncora,Fruit plantations (subtropical climate zones),0,0,0,0
111160214_Riba de Âncora_Nuts plantations,111160214,Riba de Âncora,Nuts plantations,0,0,0,15
111160214_Riba de Âncora_Vineyards,111160214,Riba de Âncora,Vineyards,16,10,4,3
111160214_Riba de Âncora_Other permanent crops,111160214,Riba de Âncora,Other permanent crops,0,0,0,0
111160215_Seixas_Citrus plantations,111160215,Seixas,Citrus plantations,0,0,0,0
111160215_Seixas_Olive plantations,111160215,Seixas,Olive plantations,1,0,0,1
111160215_Seixas_Fresh fruit plantations (excluding citrus plantations),111160215,Seixas,Fresh fruit plantations (excluding citrus plantations),0,1,0,0
111160215_Seixas_Fruit plantations (subtropical climate zones),111160215,Seixas,Fruit plantations (subtropical climate zones),0,0,0,0
111160215_Seixas_Nuts plantations,111160215,Seixas,Nuts plantations,0,0,0,0
111160215_Seixas_Vineyards,111160215,Seixas,Vineyards,8,4,12,3
111160215_Seixas_Other permanent crops,111160215,Seixas,Other permanent crops,0,0,0,0
111160217_Vila Praia de Âncora_Citrus plantations,111160217,Vila Praia de Âncora,Citrus plantations,0,0,0,0
111160217_Vila Praia de Âncora_Olive plantations,111160217,Vila Praia de Âncora,Olive plantations,0,0,0,0
111160217_Vila Praia de Âncora_Fresh fruit plantations (excluding citrus plantations),111160217,Vila Praia de Âncora,Fresh fruit plantations (excluding citrus plantations),0,0,0,0
111160217_Vila Praia de Âncora_Fruit plantations (subtropical climate zones),111160217,Vila Praia de Âncora,Fruit plantations (subtropical climate zones),0,0,0,0
111160217_Vila Praia de Âncora_Nuts plantations,111160217,Vila Praia de Âncora,Nuts plantations,0,0,0,0
111160217_Vila Praia de Âncora_Vineyards,111160217,Vila Praia de Âncora,Vineyards,7,2,1,3
111160217_Vila Praia de Âncora_Other permanent crops,111160217,Vila Praia de Âncora,Other permanent crops,0,0,0,0
111160218_Vilar de Mouros_Citrus plantations,111160218,Vilar de Mouros,Citrus plantations,0,1,0,0
111160218_Vilar de Mouros_Olive plantations,111160218,Vilar de Mouros,Olive plantations,0,0,1,4
111160218_Vilar de Mouros_Fresh fruit plantations (excluding citrus plantations),111160218,Vilar de Mouros,Fresh fruit plantations (excluding citrus plantations),0,2,0,1
111160218_Vilar de Mouros_Fruit plantations (subtropical climate zones),111160218,Vilar de Mouros,Fruit plantations (subtropical climate zones),1,0,0,0
111160218_Vilar de Mouros_Nuts plantations,111160218,Vilar de Mouros,Nuts plantations,0,0,0,10
111160218_Vilar de Mouros_Vineyards,111160218,Vilar de Mouros,Vineyards,12,9,6,4
111160218_Vilar de Mouros_Other permanent crops,111160218,Vilar de Mouros,Other permanent crops,3,0,0,0
111160220_Vile_Citrus plantations,111160220,Vile,Citrus plantations,0,0,0,0
111160220_Vile_Olive plantations,111160220,Vile,Olive plantations,0,0,0,0
111160220_Vile_Fresh fruit plantations (excluding citrus plantations),111160220,Vile,Fresh fruit plantations (excluding citrus plantations),0,0,1,0
111160220_Vile_Fruit plantations (subtropical climate zones),111160220,Vile,Fruit plantations (subtropical climate zones),0,0,0,0
111160220_Vile_Nuts plantations,111160220,Vile,Nuts plantations,0,0,0,0
111160220_Vile_Vineyards,111160220,Vile,Vineyards,3,1,0,1
111160220_Vile_Other permanent crops,111160220,Vile,Other permanent crops,0,0,0,0
"111160221_União das freguesias de Arga (Baixo, Cima e São João)_Citrus plantations",111160221,"União das freguesias de Arga (Baixo, Cima e São João)",Citrus plantations,0,0,0,0
"111160221_União das freguesias de Arga (Baixo, Cima e São João)_Olive plantations",111160221,"União das freguesias de Arga (Baixo, Cima e São João)",Olive plantations,3,2,1,1
"111160221_União das freguesias de Arga (Baixo, Cima e São João)_Fresh fruit plantations (excluding citrus plantations)",111160221,"União das freguesias de Arga (Baixo, Cima e São João)",Fresh fruit plantations (excluding citrus plantations),0,0,0,0
"111160221_União das freguesias de Arga (Baixo, Cima e São João)_Fruit plantations (subtropical climate zones)",111160221,"União das freguesias de Arga (Baixo, Cima e São João)",Fruit plantations (subtropical climate zones),0,0,0,0
"111160221_União das freguesias de Arga (Baixo, Cima e São João)_Nuts plantations",111160221,"União das freguesias de Arga (Baixo, Cima e São João)",Nuts plantations,0,0,0,0
"111160221_União das freguesias de Arga (Baixo, Cima e São João)_Vineyards",111160221,"União das freguesias de Arga (Baixo, Cima e São João)",Vineyards,6,7,2,1
"111160221_União das freguesias de Arga (Baixo, Cima e São João)_Other permanent crops",111160221,"União das freguesias de Arga (Baixo, Cima e São João)",Other permanent crops,0,0,0,0
111160222_União das freguesias de Caminha (Matriz) e Vilarelho_Citrus plantations,111160222,União das freguesias de Caminha (Matriz) e Vilarelho,Citrus plantations,0,0,0,0
111160222_União das freguesias de Caminha (Matriz) e Vilarelho_Olive plantations,111160222,União das freguesias de Caminha (Matriz) e Vilarelho,Olive plantations,0,0,0,0
111160222_União das freguesias de Caminha (Matriz) e Vilarelho_Fresh fruit plantations (excluding citrus plantations),111160222,União das freguesias de Caminha (Matriz) e Vilarelho,Fresh fruit plantations (excluding citrus plantations),0,0,1,1
111160222_União das freguesias de Caminha (Matriz) e Vilarelho_Fruit plantations (subtropical climate zones),111160222,União das freguesias de Caminha (Matriz) e Vilarelho,Fruit plantations (subtropical climate zones),0,0,0,0
111160222_União das freguesias de Caminha (Matriz) e Vilarelho_Nuts plantations,111160222,União das freguesias de Caminha (Matriz) e Vilarelho,Nuts plantations,0,0,0,0
111160222_União das freguesias de Caminha (Matriz) e Vilarelho_Vineyards,111160222,União das freguesias de Caminha (Matriz) e Vilarelho,Vineyards,7,8,4,1
111160222_União das freguesias de Caminha (Matriz) e Vilarelho_Other permanent crops,111160222,União das freguesias de Caminha (Matriz) e Vilarelho,Other permanent crops,1,0,0,0
111160223_União das freguesias de Gondar e Orbacém_Citrus plantations,111160223,União das freguesias de Gondar e Orbacém,Citrus plantations,0,0,0,0
111160223_União das freguesias de Gondar e Orbacém_Olive plantations,111160223,União das freguesias de Gondar e Orbacém,Olive plantations,0,1,0,0
111160223_União das freguesias de Gondar e Orbacém_Fresh fruit plantations (excluding citrus plantations),111160223,União das freguesias de Gondar e Orbacém,Fresh fruit plantations (excluding citrus plantations),0,0,0,0
111160223_União das freguesias de Gondar e Orbacém_Fruit plantations (subtropical climate zones),111160223,União das freguesias de Gondar e Orbacém,Fruit plantations (subtropical climate zones),0,0,0,0
111160223_União das freguesias de Gondar e Orbacém_Nuts plantations,111160223,União das freguesias de Gondar e Orbacém,Nuts plantations,0,0,0,0
111160223_União das freguesias de Gondar e Orbacém_Vineyards,111160223,União das freguesias de Gondar e Orbacém,Vineyards,14,9,2,4
111160223_União das freguesias de Gondar e Orbacém_Other permanent crops,111160223,União das freguesias de Gondar e Orbacém,Other permanent crops,0,0,0,0
111160224_União das freguesias de Moledo e Cristelo_Citrus plantations,111160224,União das freguesias de Moledo e Cristelo,Citrus plantations,0,0,0,0
111160224_União das freguesias de Moledo e Cristelo_Olive plantations,111160224,União das freguesias de Moledo e Cristelo,Olive plantations,0,0,0,0
111160224_União das freguesias de Moledo e Cristelo_Fresh fruit plantations (excluding citrus plantations),111160224,União das freguesias de Moledo e Cristelo,Fresh fruit plantations (excluding citrus plantations),0,0,0,0
111160224_União das freguesias de Moledo e Cristelo_Fruit plantations (subtropical climate zones),111160224,União das freguesias de Moledo e Cristelo,Fruit plantations (subtropical climate zones),0,0,0,0
111160224_União das freguesias de Moledo e Cristelo_Nuts plantations,111160224,União das freguesias de Moledo e Cristelo,Nuts plantations,0,0,0,0
111160224_União das freguesias de Moledo e Cristelo_Vineyards,111160224,União das freguesias de Moledo e Cristelo,Vineyards,4,2,1,0
111160224_União das freguesias de Moledo e Cristelo_Other permanent crops,111160224,União das freguesias de Moledo e Cristelo,Other permanent crops,0,0,0,0
111160225_União das freguesias de Venade e Azevedo_Citrus plantations,111160225,União das freguesias de Venade e Azevedo,Citrus plantations,0,1,0,0
