Nuts_region_perm,NutsID,region_name,Perm_crop,Area_1989,Area_1999,Area_2009,Area_2019
16D010809_União das freguesias de Canelas e Fermelã_Fruit plantations (subtropical climate zones),16D010809,União das freguesias de Canelas e Fermelã,Fruit plantations (subtropical climate zones),0,0,0,2
16D010809_União das freguesias de Canelas e Fermelã_Nuts plantations,16D010809,União das freguesias de Canelas e Fermelã,Nuts plantations,0,0,0,0
16D010809_União das freguesias de Canelas e Fermelã_Vineyards,16D010809,União das freguesias de Canelas e Fermelã,Vineyards,31,15,2,3
16D010809_União das freguesias de Canelas e Fermelã_Other permanent crops,16D010809,União das freguesias de Canelas e Fermelã,Other permanent crops,48,11,31,0
16D011005_Gafanha da Encarnação_Citrus plantations,16D011005,Gafanha da Encarnação,Citrus plantations,0,0,0,0
16D011005_Gafanha da Encarnação_Olive plantations,16D011005,Gafanha da Encarnação,Olive plantations,0,0,0,0
16D011005_Gafanha da Encarnação_Fresh fruit plantations (excluding citrus plantations),16D011005,Gafanha da Encarnação,Fresh fruit plantations (excluding citrus plantations),0,0,0,0
16D011005_Gafanha da Encarnação_Fruit plantations (subtropical climate zones),16D011005,Gafanha da Encarnação,Fruit plantations (subtropical climate zones),0,0,0,0
16D011005_Gafanha da Encarnação_Nuts plantations,16D011005,Gafanha da Encarnação,Nuts plantations,0,0,0,0
16D011005_Gafanha da Encarnação_Vineyards,16D011005,Gafanha da Encarnação,Vineyards,0,0,0,0
16D011005_Gafanha da Encarnação_Other permanent crops,16D011005,Gafanha da Encarnação,Other permanent crops,0,0,0,0
16D011006_Gafanha da Nazaré_Citrus plantations,16D011006,Gafanha da Nazaré,Citrus plantations,0,0,0,5
16D011006_Gafanha da Nazaré_Olive plantations,16D011006,Gafanha da Nazaré,Olive plantations,0,0,0,1
16D011006_Gafanha da Nazaré_Fresh fruit plantations (excluding citrus plantations),16D011006,Gafanha da Nazaré,Fresh fruit plantations (excluding citrus plantations),0,0,0,2
16D011006_Gafanha da Nazaré_Fruit plantations (subtropical climate zones),16D011006,Gafanha da Nazaré,Fruit plantations (subtropical climate zones),0,0,0,1
16D011006_Gafanha da Nazaré_Nuts plantations,16D011006,Gafanha da Nazaré,Nuts plantations,0,0,0,1
16D011006_Gafanha da Nazaré_Vineyards,16D011006,Gafanha da Nazaré,Vineyards,0,0,0,2
16D011006_Gafanha da Nazaré_Other permanent crops,16D011006,Gafanha da Nazaré,Other permanent crops,0,0,0,0
16D011007_Gafanha do Carmo_Citrus plantations,16D011007,Gafanha do Carmo,Citrus plantations,0,0,0,0
16D011007_Gafanha do Carmo_Olive plantations,16D011007,Gafanha do Carmo,Olive plantations,0,0,0,0
16D011007_Gafanha do Carmo_Fresh fruit plantations (excluding citrus plantations),16D011007,Gafanha do Carmo,Fresh fruit plantations (excluding citrus plantations),0,0,0,0
16D011007_Gafanha do Carmo_Fruit plantations (subtropical climate zones),16D011007,Gafanha do Carmo,Fruit plantations (subtropical climate zones),0,0,1,0
16D011007_Gafanha do Carmo_Nuts plantations,16D011007,Gafanha do Carmo,Nuts plantations,0,0,0,0
16D011007_Gafanha do Carmo_Vineyards,16D011007,Gafanha do Carmo,Vineyards,0,0,0,0
16D011007_Gafanha do Carmo_Other permanent crops,16D011007,Gafanha do Carmo,Other permanent crops,0,0,0,0
16D011008_Ílhavo (São Salvador)_Citrus plantations,16D011008,Ílhavo (São Salvador),Citrus plantations,2,1,1,0
16D011008_Ílhavo (São Salvador)_Olive plantations,16D011008,Ílhavo (São Salvador),Olive plantations,0,0,0,1
16D011008_Ílhavo (São Salvador)_Fresh fruit plantations (excluding citrus plantations),16D011008,Ílhavo (São Salvador),Fresh fruit plantations (excluding citrus plantations),2,0,1,5
16D011008_Ílhavo (São Salvador)_Fruit plantations (subtropical climate zones),16D011008,Ílhavo (São Salvador),Fruit plantations (subtropical climate zones),2,1,1,4
16D011008_Ílhavo (São Salvador)_Nuts plantations,16D011008,Ílhavo (São Salvador),Nuts plantations,0,0,0,1
16D011008_Ílhavo (São Salvador)_Vineyards,16D011008,Ílhavo (São Salvador),Vineyards,3,1,1,3
16D011008_Ílhavo (São Salvador)_Other permanent crops,16D011008,Ílhavo (São Salvador),Other permanent crops,6,2,0,0
16D011201_Bunheiro_Citrus plantations,16D011201,Bunheiro,Citrus plantations,0,0,0,0
16D011201_Bunheiro_Olive plantations,16D011201,Bunheiro,Olive plantations,0,0,0,0
16D011201_Bunheiro_Fresh fruit plantations (excluding citrus plantations),16D011201,Bunheiro,Fresh fruit plantations (excluding citrus plantations),0,0,0,1
16D011201_Bunheiro_Fruit plantations (subtropical climate zones),16D011201,Bunheiro,Fruit plantations (subtropical climate zones),0,0,0,0
16D011201_Bunheiro_Nuts plantations,16D011201,Bunheiro,Nuts plantations,0,0,0,0
16D011201_Bunheiro_Vineyards,16D011201,Bunheiro,Vineyards,0,0,0,0
16D011201_Bunheiro_Other permanent crops,16D011201,Bunheiro,Other permanent crops,121,102,62,18
16D011202_Monte_Citrus plantations,16D011202,Monte,Citrus plantations,0,0,0,0
16D011202_Monte_Olive plantations,16D011202,Monte,Olive plantations,0,0,0,0
16D011202_Monte_Fresh fruit plantations (excluding citrus plantations),16D011202,Monte,Fresh fruit plantations (excluding citrus plantations),0,0,0,0
16D011202_Monte_Fruit plantations (subtropical climate zones),16D011202,Monte,Fruit plantations (subtropical climate zones),0,0,0,0
16D011202_Monte_Nuts plantations,16D011202,Monte,Nuts plantations,0,0,0,0
16D011202_Monte_Vineyards,16D011202,Monte,Vineyards,0,0,0,0
16D011202_Monte_Other permanent crops,16D011202,Monte,Other permanent crops,6,1,0,2
16D011203_Murtosa_Citrus plantations,16D011203,Murtosa,Citrus plantations,0,0,0,0
16D011203_Murtosa_Olive plantations,16D011203,Murtosa,Olive plantations,0,0,0,0
16D011203_Murtosa_Fresh fruit plantations (excluding citrus plantations),16D011203,Murtosa,Fresh fruit plantations (excluding citrus plantations),0,0,0,0
16D011203_Murtosa_Fruit plantations (subtropical climate zones),16D011203,Murtosa,Fruit plantations (subtropical climate zones),0,0,0,4
16D011203_Murtosa_Nuts plantations,16D011203,Murtosa,Nuts plantations,0,0,0,0
16D011203_Murtosa_Vineyards,16D011203,Murtosa,Vineyards,0,0,0,0
16D011203_Murtosa_Other permanent crops,16D011203,Murtosa,Other permanent crops,62,13,1,14
16D011204_Torreira_Citrus plantations,16D011204,Torreira,Citrus plantations,0,0,0,0
16D011204_Torreira_Olive plantations,16D011204,Torreira,Olive plantations,0,0,0,0
16D011204_Torreira_Fresh fruit plantations (excluding citrus plantations),16D011204,Torreira,Fresh fruit plantations (excluding citrus plantations),0,0,0,0
16D011204_Torreira_Fruit plantations (subtropical climate zones),16D011204,Torreira,Fruit plantations (subtropical climate zones),0,0,0,0
16D011204_Torreira_Nuts plantations,16D011204,Torreira,Nuts plantations,0,0,0,0
16D011204_Torreira_Vineyards,16D011204,Torreira,Vineyards,0,0,0,0
16D011204_Torreira_Other permanent crops,16D011204,Torreira,Other permanent crops,19,3,0,1
16D011403_Oiã_Citrus plantations,16D011403,Oiã,Citrus plantations,5,4,2,1
16D011403_Oiã_Olive plantations,16D011403,Oiã,Olive plantations,0,0,3,3
16D011403_Oiã_Fresh fruit plantations (excluding citrus plantations),16D011403,Oiã,Fresh fruit plantations (excluding citrus plantations),11,5,2,4
16D011403_Oiã_Fruit plantations (subtropical climate zones),16D011403,Oiã,Fruit plantations (subtropical climate zones),11,16,17,25
16D011403_Oiã_Nuts plantations,16D011403,Oiã,Nuts plantations,2,3,1,4
16D011403_Oiã_Vineyards,16D011403,Oiã,Vineyards,287,175,84,53
16D011403_Oiã_Other permanent crops,16D011403,Oiã,Other permanent crops,2,1,0,1
16D011404_Oliveira do Bairro_Citrus plantations,16D011404,Oliveira do Bairro,Citrus plantations,2,1,1,0
16D011404_Oliveira do Bairro_Olive plantations,16D011404,Oliveira do Bairro,Olive plantations,1,0,2,2
16D011404_Oliveira do Bairro_Fresh fruit plantations (excluding citrus plantations),16D011404,Oliveira do Bairro,Fresh fruit plantations (excluding citrus plantations),5,4,1,2
16D011404_Oliveira do Bairro_Fruit plantations (subtropical climate zones),16D011404,Oliveira do Bairro,Fruit plantations (subtropical climate zones),1,2,7,19
16D011404_Oliveira do Bairro_Nuts plantations,16D011404,Oliveira do Bairro,Nuts plantations,1,3,1,4
16D011404_Oliveira do Bairro_Vineyards,16D011404,Oliveira do Bairro,Vineyards,183,93,55,29
16D011404_Oliveira do Bairro_Other permanent crops,16D011404,Oliveira do Bairro,Other permanent crops,0,0,0,0
16D011405_Palhaça_Citrus plantations,16D011405,Palhaça,Citrus plantations,1,1,2,1
16D011405_Palhaça_Olive plantations,16D011405,Palhaça,Olive plantations,0,0,1,3
16D011405_Palhaça_Fresh fruit plantations (excluding citrus plantations),16D011405,Palhaça,Fresh fruit plantations (excluding citrus plantations),1,1,0,1
16D011405_Palhaça_Fruit plantations (subtropical climate zones),16D011405,Palhaça,Fruit plantations (subtropical climate zones),2,2,0,0
16D011405_Palhaça_Nuts plantations,16D011405,Palhaça,Nuts plantations,0,0,1,3
16D011405_Palhaça_Vineyards,16D011405,Palhaça,Vineyards,155,71,26,15
16D011405_Palhaça_Other permanent crops,16D011405,Palhaça,Other permanent crops,0,0,0,0
"16D011407_União das freguesias de Bustos, Troviscal e Mamarrosa_Citrus plantations",16D011407,"União das freguesias de Bustos, Troviscal e Mamarrosa",Citrus plantations,8,6,4,11
"16D011407_União das freguesias de Bustos, Troviscal e Mamarrosa_Olive plantations",16D011407,"União das freguesias de Bustos, Troviscal e Mamarrosa",Olive plantations,0,1,2,6
"16D011407_União das freguesias de Bustos, Troviscal e Mamarrosa_Fresh fruit plantations (excluding citrus plantations)",16D011407,"União das freguesias de Bustos, Troviscal e Mamarrosa",Fresh fruit plantations (excluding citrus plantations),14,8,4,2
"16D011407_União das freguesias de Bustos, Troviscal e Mamarrosa_Fruit plantations (subtropical climate zones)",16D011407,"União das freguesias de Bustos, Troviscal e Mamarrosa",Fruit plantations (subtropical climate zones),27,29,34,49
"16D011407_União das freguesias de Bustos, Troviscal e Mamarrosa_Nuts plantations",16D011407,"União das freguesias de Bustos, Troviscal e Mamarrosa",Nuts plantations,1,2,2,8
"16D011407_União das freguesias de Bustos, Troviscal e Mamarrosa_Vineyards",16D011407,"União das freguesias de Bustos, Troviscal e Mamarrosa",Vineyards,688,410,185,246
"16D011407_União das freguesias de Bustos, Troviscal e Mamarrosa_Other permanent crops",16D011407,"União das freguesias de Bustos, Troviscal e Mamarrosa",Other permanent crops,5,8,3,0
16D011502_Cortegaça_Citrus plantations,16D011502,Cortegaça,Citrus plantations,0,0,0,0
16D011502_Cortegaça_Olive plantations,16D011502,Cortegaça,Olive plantations,0,0,0,0
16D011502_Cortegaça_Fresh fruit plantations (excluding citrus plantations),16D011502,Cortegaça,Fresh fruit plantations (excluding citrus plantations),0,0,0,0
16D011502_Cortegaça_Fruit plantations (subtropical climate zones),16D011502,Cortegaça,Fruit plantations (subtropical climate zones),0,0,0,0
16D011502_Cortegaça_Nuts plantations,16D011502,Cortegaça,Nuts plantations,0,0,0,0
16D011502_Cortegaça_Vineyards,16D011502,Cortegaça,Vineyards,0,0,0,0
16D011502_Cortegaça_Other permanent crops,16D011502,Cortegaça,Other permanent crops,0,0,0,0
16D011503_Esmoriz_Citrus plantations,16D011503,Esmoriz,Citrus plantations,0,0,0,0
16D011503_Esmoriz_Olive plantations,16D011503,Esmoriz,Olive plantations,0,0,0,1
16D011503_Esmoriz_Fresh fruit plantations (excluding citrus plantations),16D011503,Esmoriz,Fresh fruit plantations (excluding citrus plantations),0,0,0,0
16D011503_Esmoriz_Fruit plantations (subtropical climate zones),16D011503,Esmoriz,Fruit plantations (subtropical climate zones),0,0,0,0
16D011503_Esmoriz_Nuts plantations,16D011503,Esmoriz,Nuts plantations,0,0,0,0
16D011503_Esmoriz_Vineyards,16D011503,Esmoriz,Vineyards,0,0,0,0
16D011503_Esmoriz_Other permanent crops,16D011503,Esmoriz,Other permanent crops,0,0,0,0
16D011504_Maceda_Citrus plantations,16D011504,Maceda,Citrus plantations,0,2,0,1
16D011504_Maceda_Olive plantations,16D011504,Maceda,Olive plantations,0,0,0,1
16D011504_Maceda_Fresh fruit plantations (excluding citrus plantations),16D011504,Maceda,Fresh fruit plantations (excluding citrus plantations),1,3,0,1
16D011504_Maceda_Fruit plantations (subtropical climate zones),16D011504,Maceda,Fruit plantations (subtropical climate zones),0,0,0,0
16D011504_Maceda_Nuts plantations,16D011504,Maceda,Nuts plantations,0,0,0,0
16D011504_Maceda_Vineyards,16D011504,Maceda,Vineyards,0,0,0,1
16D011504_Maceda_Other permanent crops,16D011504,Maceda,Other permanent crops,0,0,0,0
16D011507_Válega_Citrus plantations,16D011507,Válega,Citrus plantations,0,1,0,0
16D011507_Válega_Olive plantations,16D011507,Válega,Olive plantations,0,0,0,0
16D011507_Válega_Fresh fruit plantations (excluding citrus plantations),16D011507,Válega,Fresh fruit plantations (excluding citrus plantations),1,2,0,0
16D011507_Válega_Fruit plantations (subtropical climate zones),16D011507,Válega,Fruit plantations (subtropical climate zones),0,0,0,0
16D011507_Válega_Nuts plantations,16D011507,Válega,Nuts plantations,0,0,0,0
16D011507_Válega_Vineyards,16D011507,Válega,Vineyards,5,1,0,0
16D011507_Válega_Other permanent crops,16D011507,Válega,Other permanent crops,90,15,4,0
"16D011509_União das freguesias de Ovar, São João, Arada e São Vicente de Pereira Jusã_Citrus plantations",16D011509,"União das freguesias de Ovar, São João, Arada e São Vicente de Pereira Jusã",Citrus plantations,0,2,0,2
"16D011509_União das freguesias de Ovar, São João, Arada e São Vicente de Pereira Jusã_Olive plantations",16D011509,"União das freguesias de Ovar, São João, Arada e São Vicente de Pereira Jusã",Olive plantations,0,0,0,0
"16D011509_União das freguesias de Ovar, São João, Arada e São Vicente de Pereira Jusã_Fresh fruit plantations (excluding citrus plantations)",16D011509,"União das freguesias de Ovar, São João, Arada e São Vicente de Pereira Jusã",Fresh fruit plantations (excluding citrus plantations),1,3,0,5
"16D011509_União das freguesias de Ovar, São João, Arada e São Vicente de Pereira Jusã_Fruit plantations (subtropical climate zones)",16D011509,"União das freguesias de Ovar, São João, Arada e São Vicente de Pereira Jusã",Fruit plantations (subtropical climate zones),0,0,0,5
"16D011509_União das freguesias de Ovar, São João, Arada e São Vicente de Pereira Jusã_Nuts plantations",16D011509,"União das freguesias de Ovar, São João, Arada e São Vicente de Pereira Jusã",Nuts plantations,0,0,1,2
"16D011509_União das freguesias de Ovar, São João, Arada e São Vicente de Pereira Jusã_Vineyards",16D011509,"União das freguesias de Ovar, São João, Arada e São Vicente de Pereira Jusã",Vineyards,2,2,0,2
"16D011509_União das freguesias de Ovar, São João, Arada e São Vicente de Pereira Jusã_Other permanent crops",16D011509,"União das freguesias de Ovar, São João, Arada e São Vicente de Pereira Jusã",Other permanent crops,44,34,9,0
16D011702_Couto de Esteves_Citrus plantations,16D011702,Couto de Esteves,Citrus plantations,0,1,0,4
16D011702_Couto de Esteves_Olive plantations,16D011702,Couto de Esteves,Olive plantations,0,0,0,1
16D011702_Couto de Esteves_Fresh fruit plantations (excluding citrus plantations),16D011702,Couto de Esteves,Fresh fruit plantations (excluding citrus plantations),0,1,1,8
16D011702_Couto de Esteves_Fruit plantations (subtropical climate zones),16D011702,Couto de Esteves,Fruit plantations (subtropical climate zones),0,0,0,2
16D011702_Couto de Esteves_Nuts plantations,16D011702,Couto de Esteves,Nuts plantations,0,0,0,1
16D011702_Couto de Esteves_Vineyards,16D011702,Couto de Esteves,Vineyards,5,0,6,7
16D011702_Couto de Esteves_Other permanent crops,16D011702,Couto de Esteves,Other permanent crops,0,0,0,0
16D011704_Pessegueiro do Vouga_Citrus plantations,16D011704,Pessegueiro do Vouga,Citrus plantations,2,0,1,1
16D011704_Pessegueiro do Vouga_Olive plantations,16D011704,Pessegueiro do Vouga,Olive plantations,0,0,0,0
16D011704_Pessegueiro do Vouga_Fresh fruit plantations (excluding citrus plantations),16D011704,Pessegueiro do Vouga,Fresh fruit plantations (excluding citrus plantations),1,0,0,6
16D011704_Pessegueiro do Vouga_Fruit plantations (subtropical climate zones),16D011704,Pessegueiro do Vouga,Fruit plantations (subtropical climate zones),0,0,0,0
16D011704_Pessegueiro do Vouga_Nuts plantations,16D011704,Pessegueiro do Vouga,Nuts plantations,0,0,0,1
16D011704_Pessegueiro do Vouga_Vineyards,16D011704,Pessegueiro do Vouga,Vineyards,1,0,0,0
16D011704_Pessegueiro do Vouga_Other permanent crops,16D011704,Pessegueiro do Vouga,Other permanent crops,0,0,0,0
16D011705_Rocas do Vouga_Citrus plantations,16D011705,Rocas do Vouga,Citrus plantations,12,2,1,6
16D011705_Rocas do Vouga_Olive plantations,16D011705,Rocas do Vouga,Olive plantations,0,0,0,1
16D011705_Rocas do Vouga_Fresh fruit plantations (excluding citrus plantations),16D011705,Rocas do Vouga,Fresh fruit plantations (excluding citrus plantations),1,3,5,22
16D011705_Rocas do Vouga_Fruit plantations (subtropical climate zones),16D011705,Rocas do Vouga,Fruit plantations (subtropical climate zones),0,0,0,0
16D011705_Rocas do Vouga_Nuts plantations,16D011705,Rocas do Vouga,Nuts plantations,0,1,5,2
16D011705_Rocas do Vouga_Vineyards,16D011705,Rocas do Vouga,Vineyards,2,0,2,3
16D011705_Rocas do Vouga_Other permanent crops,16D011705,Rocas do Vouga,Other permanent crops,1,0,1,0
16D011706_Sever do Vouga_Citrus plantations,16D011706,Sever do Vouga,Citrus plantations,5,0,4,3
16D011706_Sever do Vouga_Olive plantations,16D011706,Sever do Vouga,Olive plantations,0,0,0,1
16D011706_Sever do Vouga_Fresh fruit plantations (excluding citrus plantations),16D011706,Sever do Vouga,Fresh fruit plantations (excluding citrus plantations),1,1,1,7
16D011706_Sever do Vouga_Fruit plantations (subtropical climate zones),16D011706,Sever do Vouga,Fruit plantations (subtropical climate zones),0,0,0,3
16D011706_Sever do Vouga_Nuts plantations,16D011706,Sever do Vouga,Nuts plantations,0,0,0,2
16D011706_Sever do Vouga_Vineyards,16D011706,Sever do Vouga,Vineyards,2,0,3,1
16D011706_Sever do Vouga_Other permanent crops,16D011706,Sever do Vouga,Other permanent crops,0,0,0,0
16D011708_Talhadas_Citrus plantations,16D011708,Talhadas,Citrus plantations,1,0,0,1
16D011708_Talhadas_Olive plantations,16D011708,Talhadas,Olive plantations,0,0,1,1
16D011708_Talhadas_Fresh fruit plantations (excluding citrus plantations),16D011708,Talhadas,Fresh fruit plantations (excluding citrus plantations),1,0,1,11
16D011708_Talhadas_Fruit plantations (subtropical climate zones),16D011708,Talhadas,Fruit plantations (subtropical climate zones),0,0,0,3
16D011708_Talhadas_Nuts plantations,16D011708,Talhadas,Nuts plantations,0,0,0,3
16D011708_Talhadas_Vineyards,16D011708,Talhadas,Vineyards,2,0,1,1
16D011708_Talhadas_Other permanent crops,16D011708,Talhadas,Other permanent crops,0,0,0,0
16D011710_União das freguesias de Cedrim e Paradela_Citrus plantations,16D011710,União das freguesias de Cedrim e Paradela,Citrus plantations,2,2,1,5
16D011710_União das freguesias de Cedrim e Paradela_Olive plantations,16D011710,União das freguesias de Cedrim e Paradela,Olive plantations,0,0,0,0
16D011710_União das freguesias de Cedrim e Paradela_Fresh fruit plantations (excluding citrus plantations),16D011710,União das freguesias de Cedrim e Paradela,Fresh fruit plantations (excluding citrus plantations),2,1,1,11
16D011710_União das freguesias de Cedrim e Paradela_Fruit plantations (subtropical climate zones),16D011710,União das freguesias de Cedrim e Paradela,Fruit plantations (subtropical climate zones),0,0,0,5
16D011710_União das freguesias de Cedrim e Paradela_Nuts plantations,16D011710,União das freguesias de Cedrim e Paradela,Nuts plantations,2,1,1,3
16D011710_União das freguesias de Cedrim e Paradela_Vineyards,16D011710,União das freguesias de Cedrim e Paradela,Vineyards,3,0,1,11
16D011710_União das freguesias de Cedrim e Paradela_Other permanent crops,16D011710,União das freguesias de Cedrim e Paradela,Other permanent crops,0,0,0,0
16D011711_União das freguesias de Silva Escura e Dornelas_Citrus plantations,16D011711,União das freguesias de Silva Escura e Dornelas,Citrus plantations,1,0,0,3
16D011711_União das freguesias de Silva Escura e Dornelas_Olive plantations,16D011711,União das freguesias de Silva Escura e Dornelas,Olive plantations,0,0,0,0
16D011711_União das freguesias de Silva Escura e Dornelas_Fresh fruit plantations (excluding citrus plantations),16D011711,União das freguesias de Silva Escura e Dornelas,Fresh fruit plantations (excluding citrus plantations),1,3,3,14
16D011711_União das freguesias de Silva Escura e Dornelas_Fruit plantations (subtropical climate zones),16D011711,União das freguesias de Silva Escura e Dornelas,Fruit plantations (subtropical climate zones),0,0,0,3
16D011711_União das freguesias de Silva Escura e Dornelas_Nuts plantations,16D011711,União das freguesias de Silva Escura e Dornelas,Nuts plantations,0,1,0,1
16D011711_União das freguesias de Silva Escura e Dornelas_Vineyards,16D011711,União das freguesias de Silva Escura e Dornelas,Vineyards,2,0,0,2
16D011711_União das freguesias de Silva Escura e Dornelas_Other permanent crops,16D011711,União das freguesias de Silva Escura e Dornelas,Other permanent crops,0,0,0,0
16D011801_Calvão_Citrus plantations,16D011801,Calvão,Citrus plantations,11,2,1,1
16D011801_Calvão_Olive plantations,16D011801,Calvão,Olive plantations,0,0,0,0
16D011801_Calvão_Fresh fruit plantations (excluding citrus plantations),16D011801,Calvão,Fresh fruit plantations (excluding citrus plantations),5,0,0,1
16D011801_Calvão_Fruit plantations (subtropical climate zones),16D011801,Calvão,Fruit plantations (subtropical climate zones),0,0,0,0
16D011801_Calvão_Nuts plantations,16D011801,Calvão,Nuts plantations,0,0,0,0
16D011801_Calvão_Vineyards,16D011801,Calvão,Vineyards,4,1,0,0
16D011801_Calvão_Other permanent crops,16D011801,Calvão,Other permanent crops,0,0,0,0
16D011804_Gafanha da Boa Hora_Citrus plantations,16D011804,Gafanha da Boa Hora,Citrus plantations,0,0,0,1
16D011804_Gafanha da Boa Hora_Olive plantations,16D011804,Gafanha da Boa Hora,Olive plantations,0,0,0,0
16D011804_Gafanha da Boa Hora_Fresh fruit plantations (excluding citrus plantations),16D011804,Gafanha da Boa Hora,Fresh fruit plantations (excluding citrus plantations),0,1,0,1
16D011804_Gafanha da Boa Hora_Fruit plantations (subtropical climate zones),16D011804,Gafanha da Boa Hora,Fruit plantations (subtropical climate zones),0,0,0,0
16D011804_Gafanha da Boa Hora_Nuts plantations,16D011804,Gafanha da Boa Hora,Nuts plantations,0,0,0,0
16D011804_Gafanha da Boa Hora_Vineyards,16D011804,Gafanha da Boa Hora,Vineyards,0,0,0,3
16D011804_Gafanha da Boa Hora_Other permanent crops,16D011804,Gafanha da Boa Hora,Other permanent crops,4,0,0,0
16D011805_Ouca_Citrus plantations,16D011805,Ouca,Citrus plantations,2,7,0,1
16D011805_Ouca_Olive plantations,16D011805,Ouca,Olive plantations,0,0,0,12
16D011805_Ouca_Fresh fruit plantations (excluding citrus plantations),16D011805,Ouca,Fresh fruit plantations (excluding citrus plantations),1,1,0,3
16D011805_Ouca_Fruit plantations (subtropical climate zones),16D011805,Ouca,Fruit plantations (subtropical climate zones),0,0,5,18
16D011805_Ouca_Nuts plantations,16D011805,Ouca,Nuts plantations,0,1,0,0
16D011805_Ouca_Vineyards,16D011805,Ouca,Vineyards,71,17,10,11
16D011805_Ouca_Other permanent crops,16D011805,Ouca,Other permanent crops,0,0,0,0
16D011807_Sosa_Citrus plantations,16D011807,Sosa,Citrus plantations,7,5,1,0
16D011807_Sosa_Olive plantations,16D011807,Sosa,Olive plantations,0,0,0,3
16D011807_Sosa_Fresh fruit plantations (excluding citrus plantations),16D011807,Sosa,Fresh fruit plantations (excluding citrus plantations),2,2,1,1
16D011807_Sosa_Fruit plantations (subtropical climate zones),16D011807,Sosa,Fruit plantations (subtropical climate zones),0,1,0,2
16D011807_Sosa_Nuts plantations,16D011807,Sosa,Nuts plantations,0,2,1,0
16D011807_Sosa_Vineyards,16D011807,Sosa,Vineyards,59,28,9,4
16D011807_Sosa_Other permanent crops,16D011807,Sosa,Other permanent crops,1,0,0,1
16D011810_Santo André de Vagos_Citrus plantations,16D011810,Santo André de Vagos,Citrus plantations,9,0,0,1
16D011810_Santo André de Vagos_Olive plantations,16D011810,Santo André de Vagos,Olive plantations,0,0,0,0
16D011810_Santo André de Vagos_Fresh fruit plantations (excluding citrus plantations),16D011810,Santo André de Vagos,Fresh fruit plantations (excluding citrus plantations),4,0,0,0
16D011810_Santo André de Vagos_Fruit plantations (subtropical climate zones),16D011810,Santo André de Vagos,Fruit plantations (subtropical climate zones),0,0,0,1
16D011810_Santo André de Vagos_Nuts plantations,16D011810,Santo André de Vagos,Nuts plantations,0,0,0,0
16D011810_Santo André de Vagos_Vineyards,16D011810,Santo André de Vagos,Vineyards,4,0,0,0
16D011810_Santo André de Vagos_Other permanent crops,16D011810,Santo André de Vagos,Other permanent crops,0,0,0,0
16D011812_União das freguesias de Fonte de Angeão e Covão do Lobo_Citrus plantations,16D011812,União das freguesias de Fonte de Angeão e Covão do Lobo,Citrus plantations,13,3,0,0
16D011812_União das freguesias de Fonte de Angeão e Covão do Lobo_Olive plantations,16D011812,União das freguesias de Fonte de Angeão e Covão do Lobo,Olive plantations,0,0,0,1
16D011812_União das freguesias de Fonte de Angeão e Covão do Lobo_Fresh fruit plantations (excluding citrus plantations),16D011812,União das freguesias de Fonte de Angeão e Covão do Lobo,Fresh fruit plantations (excluding citrus plantations),8,1,0,0
16D011812_União das freguesias de Fonte de Angeão e Covão do Lobo_Fruit plantations (subtropical climate zones),16D011812,União das freguesias de Fonte de Angeão e Covão do Lobo,Fruit plantations (subtropical climate zones),0,0,0,4
16D011812_União das freguesias de Fonte de Angeão e Covão do Lobo_Nuts plantations,16D011812,União das freguesias de Fonte de Angeão e Covão do Lobo,Nuts plantations,0,0,0,0
16D011812_União das freguesias de Fonte de Angeão e Covão do Lobo_Vineyards,16D011812,União das freguesias de Fonte de Angeão e Covão do Lobo,Vineyards,40,13,5,1
16D011812_União das freguesias de Fonte de Angeão e Covão do Lobo_Other permanent crops,16D011812,União das freguesias de Fonte de Angeão e Covão do Lobo,Other permanent crops,0,0,0,0
16D011813_União das freguesias de Ponte de Vagos e Santa Catarina_Citrus plantations,16D011813,União das freguesias de Ponte de Vagos e Santa Catarina,Citrus plantations,6,1,1,3
16D011813_União das freguesias de Ponte de Vagos e Santa Catarina_Olive plantations,16D011813,União das freguesias de Ponte de Vagos e Santa Catarina,Olive plantations,0,0,0,0
16D011813_União das freguesias de Ponte de Vagos e Santa Catarina_Fresh fruit plantations (excluding citrus plantations),16D011813,União das freguesias de Ponte de Vagos e Santa Catarina,Fresh fruit plantations (excluding citrus plantations),3,1,0,3
16D011813_União das freguesias de Ponte de Vagos e Santa Catarina_Fruit plantations (subtropical climate zones),16D011813,União das freguesias de Ponte de Vagos e Santa Catarina,Fruit plantations (subtropical climate zones),2,1,3,2
16D011813_União das freguesias de Ponte de Vagos e Santa Catarina_Nuts plantations,16D011813,União das freguesias de Ponte de Vagos e Santa Catarina,Nuts plantations,0,0,0,0
16D011813_União das freguesias de Ponte de Vagos e Santa Catarina_Vineyards,16D011813,União das freguesias de Ponte de Vagos e Santa Catarina,Vineyards,26,9,7,4
16D011813_União das freguesias de Ponte de Vagos e Santa Catarina_Other permanent crops,16D011813,União das freguesias de Ponte de Vagos e Santa Catarina,Other permanent crops,0,0,0,0
16D011814_União das freguesias de Vagos e Santo António_Citrus plantations,16D011814,União das freguesias de Vagos e Santo António,Citrus plantations,12,0,0,2
16D011814_União das freguesias de Vagos e Santo António_Olive plantations,16D011814,União das freguesias de Vagos e Santo António,Olive plantations,0,0,0,0
